singers,genres,total_play,title
"Suboi,Touliver","Việt Nam,Nhạc Trẻ,Rap Việt",274322,Trò Chơi
"Tóc Tiên,Touliver","Việt Nam,Nhạc Trẻ",234062,Em Về Tinh Khôi
Touliver,"Việt Nam,Rap Việt,Nhạc Dance",54587,Space Boys Neva Sleep
Touliver,"Việt Nam,Nhạc Trẻ,Rap Việt",121086,Nắm Lấy Tay Anh (Remix)
Bé Bảo An,"Việt Nam,Nhạc Thiếu Nhi",299877,Cả Tuần Đều Ngoan
Bé Bảo An,"Việt Nam,Nhạc Thiếu Nhi",607090,Bé Chút Chít
Touliver,"Việt Nam,Hòa Tấu,Piano",507750,Tôi Cô Đơn
SpaceSpeakers,"Việt Nam,Nhạc Trẻ,Rap Việt",178111,Dream Of A Lonely Man
"Soobin Hoàng Sơn,BigDaddy","Việt Nam,Nhạc Trẻ",9123490,Daydreams
"Kidd Kidd,Lil Wayne","Âu Mỹ,Rap / Hip Hop",10,Ejected
Future,"Âu Mỹ,Rap / Hip Hop",102,F*ck Up Some Commas
Drake,"Âu Mỹ,Rap / Hip Hop",367,Know Yourself
Bobby Shmurda,"Âu Mỹ,Rap / Hip Hop",34833,Hot Boy
Nhiều nghệ sĩ,"Âu Mỹ,Rap / Hip Hop",379,How Many Times
"Pitbull,Neyo","Âu Mỹ,Rap / Hip Hop",192522,Time Of Our Lives
Rich Homie Quan,"Âu Mỹ,Rap / Hip Hop",4555,"Flex (Ooh, Ooh, Ooh)"
"Wiz Khalifa,Charlie Puth","Âu Mỹ,Rap / Hip Hop",5509215,See You Again
"Tóc Tiên,Touliver","Việt Nam,Nhạc Trẻ",4754568,Ngày Mai
"Big Sean,E-40","Âu Mỹ,Rap / Hip Hop",5750,I Don't Fuck With You
"Pitbull,Chris Brown","Âu Mỹ,Rap / Hip Hop",47507,Fun
Bình Minh Vũ,"Việt Nam,Nhạc Trẻ",564298,Yêu Người Không Thể Yêu
PB Nation,"Việt Nam,Nhạc Trẻ",99587,Họa
Rae Sremmurd,"Âu Mỹ,Rap / Hip Hop",10151,No Type
Bình Minh Vũ,"Việt Nam,Nhạc Trẻ",640987,Mối Tình Đầu
Various Artists,"Hòa Tấu,Nhạc Cụ Dân Tộc,Nhạc Cụ Khác",53040,Liên Khúc Hòa Tấu Rumba 1
K-Gates,"Âu Mỹ,Rap / Hip Hop",5,My City
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",1681721,Vết Nhơ
Various Artists,Âu Mỹ,226,Christmas Dinner
Phương Thiên Hoàng,"Việt Nam,Nhạc Trẻ",3221922,Vẫn Cứ Yêu Em
Various Artists,"Nhạc Trẻ,Việt Nam",5806543,Nonstop Lật Tung Sàn
Du Thiên,"Việt Nam,Nhạc Trẻ",2752307,Lệ Cay 2 (Remix)
Luân Ken,"Việt Nam,Nhạc Trẻ",184976,Có Không Giữ Mất Đừng Tim 2
Nguyễn Phi Hùng,"Việt Nam,Nhạc Trẻ,Nhạc Dance",2860424,Dáng Em (Remix)
Ngọc Thúy,"Việt Nam,Nhạc Trẻ",53735,Yêu Thương Của Em
Hòa Tấu,"Nhạc Không Lời,Việt Nam",11767,Cô Hàng Xóm
Phương Thiên Hoàng,"Việt Nam,Nhạc Trẻ",4461185,Học Cách Yêu Em
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",12106082,Gửi Ngàn Lời Yêu
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",5239812,Tìm Lại Hạnh Phúc
Winter Play,Nhạc Phim,5639,Who Are You
"Tiger JK,Jin Sil (Mad Soul Child)","Hàn Quốc,Pop / Ballad,Nhạc Phim",154084,Reset
Khởi My,"Việt Nam,Nhạc Trẻ",7554442,Mong Một Hạnh Phúc
Tam Ca 3A,"Việt Nam,Nhạc Trẻ",5308567,Mong Ước Kỷ Niệm Xưa
Minh Thư,"Nhạc Phim,Việt Nam",1367652,Bạn Ơi Hãy Nhớ
Mắt Ngọc,"Việt Nam,Nhạc Trẻ",11987,Ngày Xưa Còn Bé
V.Music,"Việt Nam,Nhạc Trẻ",5345087,Bạn Thân
Phương Vy,"Việt Nam,Nhạc Trẻ",935270,Mong Ước Kỷ Niệm Xưa
Phạm Trưởng,"Việt Nam,Nhạc Trẻ,Nhạc Dance",4078312,Liên Khúc: Hết (Remix)
Various Artists,"Việt Nam,Nhạc Trẻ",217871,Bạn Ơi!
Various Artists,"Việt Nam,Nhạc Dance",301188,Nonstop EDM 2015 My Everything(House Version)
DJ Tisad,"Âu Mỹ,Electronic / Dance",4206882,Nonstop
Lương Gia Huy,"Việt Nam,Nhạc Trẻ",1219707,Nonstop Song Hit
Nguyên Khôi,"Việt Nam,Nhạc Trẻ",693628,LK The Remix 2015
Various Artists,"Nhạc Trẻ,Việt Nam",6152763,Nonstop Đập Liên Hồi
Various Artists,"Việt Nam,Nhạc Dance",805548,Nonstop Việt Mix Cứ Thế Mong Chờ
Various Artists,"Electronic / Dance,Âu Mỹ,Rap / Hip Hop,R&B / Soul,Trance / House / Techno",303650,Nonstop Tuyển Tập Những Track Hot Club
Du Thiên,"Việt Nam,Nhạc Trẻ,Nhạc Dance",5631384,Xóa Hết Remix
Lương Gia Hùng,"Việt Nam,Nhạc Trẻ",899391,Gấp Trăm Lần Đau (Remix)
Châu Khải Phong,"Việt Nam,Nhạc Trẻ",2453142,Nếu Cứ Như Vậy Remix
"Lương Gia Hùng,Châu Khải Phong","Việt Nam,Nhạc Trẻ",1509803,Người Đã Yêu Ai (Remix)
Châu Khải Phong,"Việt Nam,Nhạc Trẻ",5272254,Nụ Cười Không Vui Remix
Cao Tùng Anh,"Việt Nam,Nhạc Trẻ,Nhạc Dance",2547872,Anh Nhớ Em Nhiều Lắm (Remix)
"Du Thiên,Châu Khải Phong","Việt Nam,Nhạc Trẻ",1081007,Chợt Nhận Ra
Lương Minh Trang,"Việt Nam,Nhạc Trẻ",3879705,Không Dành Cho Nhau
Du Thiên,"Việt Nam,Nhạc Trẻ",3671737,Lệ Cay
"Vũ Duy Khánh,DJ H88","Việt Nam,Nhạc Trẻ",1655540,Nó Remix
"Vũ Duy Khánh,DJ H88","Việt Nam,Nhạc Trẻ",2413866,Thói Đời Remix
Hồ Việt Trung,"Việt Nam,Nhạc Trẻ,Nhạc Dance",864609,Mấy Nhịp Cầu Tre (Remix)
Hoàng Châu,"Việt Nam,Nhạc Trẻ,Nhạc Dance",3124793,Đêm Vũ Trường (Remix)
Vũ Duy Khánh,"Việt Nam,Nhạc Trẻ",880517,Những Lời Dối Gian Remix
"Vũ Duy Khánh,DJ Milano","Việt Nam,Nhạc Trẻ",965169,Thành Phố Buồn Remix
Phạm Hoàng Duy,"Việt Nam,Nhạc Trẻ",104895,Không Đổi Thay
"Châu Khải Phong,Liêu Ngọc Lan","Việt Nam,Nhạc Trẻ",605151,Hãy Cho Anh Cơ Hội Sửa Sai
Wendy Thảo,"Việt Nam,Nhạc Trẻ",395427,Có Còn Hay Là Không
Cao Nam Thành,"Việt Nam,Nhạc Trẻ",263242,Đừng Yêu Ai Em Nhé
DC Tâm,"Việt Nam,Nhạc Trẻ",42238,Chỉ Là Người Dưng
Cảnh Minh,"Việt Nam,Nhạc Trẻ,Nhạc Dance",90256,Có Không Giữ Mất Đừng Tim (DJ VA Remix)
Kim Ny Ngọc,"Việt Nam,Nhạc Trẻ",1727798,Đối Với Anh Em Không Còn Cảm Giác
Châu Việt Cường,"Việt Nam,Nhạc Trẻ,Nhạc Dance",3913929,Tình Nhạt Phai (Remix)
Vĩnh Thuyên Kim,"Việt Nam,Nhạc Trẻ",3845785,Người Tình Mùa Đông (Remix)
Ngọc Thúy,"Việt Nam,Nhạc Trẻ",3573802,Khi Em Tổn Thương Anh Ở Đâu
"Châu Khải Phong,Lương Gia Hùng","Việt Nam,Nhạc Trẻ",3076348,Tình Nhạt Phai (Remix)
Khánh Phong,"Việt Nam,Nhạc Trẻ",2930948,Tình Yêu Hoang Mang
"Nam Khang,Du Thiên","Việt Nam,Nhạc Trẻ",1642326,Kết Thúc Buồn
Dương Nhất Linh,"Việt Nam,Nhạc Trẻ",1075072,Với Anh Em Là Tất Cả
Phương Thiên Hoàng,"Việt Nam,Nhạc Trẻ",599004,Điều Ấy Tôi Học Từ Chính Em
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",5150815,Để Một Lần Anh Nói
Dương Nhất Linh,"Việt Nam,Nhạc Trẻ",2173939,Anh Đã Từng Yêu Em
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",20007024,Độc Thoại
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",5428785,Ảo Giác
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",18342556,Giật Mình Trong Đêm
Bùi Vĩnh Phúc,"Việt Nam,Nhạc Trẻ",915278,Đừng Khóc Khi Lỗi Do Em
Lê Trọng Hiếu,"Việt Nam,Nhạc Trẻ",160491,Nơi Ta Lạc Mất Nhau
Nguyên Hy,"Việt Nam,Nhạc Trẻ",191968,Anh Biết Tin Ai
Đình Phong,"Việt Nam,Nhạc Trẻ",2569063,Chờ Người Remix
Khánh Phong,"Việt Nam,Nhạc Trẻ",2745520,Anh Phải Làm Sao
"Lyna Thùy Linh,Gia Ly","Việt Nam,Nhạc Trẻ",551091,Điều Tốt Nhất Là Chia Tay
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",13472469,Hối Hận Trong Anh
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",1621757,Anh Sẽ Không Đổi Thay
Kim Tiểu Phương,"Nhạc Không Lời,Việt Nam",580074,Thần Thoại (Sáo Flute)
Hòa Tấu,"Nhạc Không Lời,Việt Nam",144539,Nỗi Buồn Hoa Phượng
Various Artists,"Hòa Tấu,Nhạc Cụ Khác",59137,Hòa Tấu Sáo Trúc
Hòa Tấu,"Nhạc Không Lời,Việt Nam",66496,Nửa Đêm Ngoài Phố
Various Artists,"Việt Nam,Nhạc Quê Hương",927879,Nhạc Không Lời
Various Artists,"Hòa Tấu,Nhạc Cụ Dân Tộc,Nhạc Cụ Khác",21138,Liên Khúc Hòa Tấu Rumba 2
Various Artists,"Hòa Tấu,Nhạc Cụ Dân Tộc,Nhạc Cụ Khác",17113,Liên Khúc Hòa Tấu Rumba 4
Various Artists,"Hòa Tấu,Nhạc Cụ Dân Tộc,Nhạc Cụ Khác",96454,Liên Khúc Hòa Tấu Rumba 3
Hòa Tấu,"Nhạc Không Lời,Việt Nam",338352,999 Đóa Hồng
DJ Quang Linh,"Âu Mỹ,Trance / House / Techno",116472,Nonstop Đánh Tan Ngày Tận Thế
Various Artists,"Việt Nam,Nhạc Dance",916720,Nonstop Nhạc Bay 2015 Ver 3
Nat King Cole,"Âu Mỹ,Pop",11,Deck The Halls
Jessica Simpson,,500,I'll Be Home For Christmas
Justin Bieber,"Âu Mỹ,Pop",30,Someday At Christmas
Kylie Minogue,"Âu Mỹ,Pop",11,Winter Wonderland
Lady Antebellum,"Âu Mỹ,Country,Pop",24158,The First Noel
Hozier,"Âu Mỹ,Pop",122537,Take Me To Church
Vance Joy,"Âu Mỹ,Pop",308,Mess Is Mine
"Beyoncé,Jay-Z","Âu Mỹ,Rap / Hip Hop",1637,Drunk In Love
Cascada,"Âu Mỹ,Electronic / Dance",189044,Santa Clause Is Coming To Town
Michael Buble,"Blues / Jazz,Âu Mỹ",7140,Holly Jolly Christmas
Michael Buble,"Blues / Jazz,Âu Mỹ",27764,Silent Night
Sarah Connor,"Âu Mỹ,Pop",145835,Christmas In My Heart
Stratovarius,"Âu Mỹ,Rock",490497,Coming Home
"Blake Shelton,Miranda Lambert","Âu Mỹ,Pop",588,Let It Snow! Let It Snow! Let It Snow!
iKON,"Hàn Quốc,Rap / Hip Hop,Electronic / Dance",43499,Rhythm Ta
Michael Buble,"Blues / Jazz,Âu Mỹ",4736,Have Yourself A Merry Little Christmas
BIGBANG,"Hàn Quốc,Electronic / Dance",357818,Sober
Michael Buble,"Blues / Jazz,Âu Mỹ",43085,All I Want For Christmas Is You
Boney M,"Âu Mỹ,Electronic / Dance",86613,Mary's Boy Child / Oh My Lord
Trần Vỹ Đình,"Hoa Ngữ,Hong Kong,Pop",264,LoveU2
The Glee Cast,"Âu Mỹ,Pop",20837,Santa Claus Is Coming To Town
Nguyễn An An,"Việt Nam,Nhạc Trẻ",2755,Làm Quen
The Glee Cast,"Pop,Âu Mỹ",455554,Last Christmas
5 Seconds Of Summer,"Âu Mỹ,Pop,Rock",4956,She's Kinda Hot
"Calvin Harris,Alesso","Âu Mỹ,Pop",4394,Under Control
The Glee Cast,"Âu Mỹ,Pop",893,Little Drummer Boy
Michael Buble,"Blues / Jazz,Âu Mỹ",147955,Jingle Bells
EXO,"Hàn Quốc,Pop / Ballad",174445,Miracles In December (Korean Version)
The Glee Cast,"Âu Mỹ,Pop",26028,Feliz Navidad
She & Him,"Folk,Âu Mỹ",1538,The Christmas Song
She & Him,"Folk,Âu Mỹ",1441,Have Yourself A Merry Little Christmas
She & Him,"Folk,Âu Mỹ",2155,Christmas Wish
She & Him,"Folk,Âu Mỹ",1597,Silver Bells
She & Him,"Folk,Âu Mỹ",1831,"Baby, It's Cold Outside"
She & Him,"Folk,Âu Mỹ",1403,Christmas Day
She & Him,"Folk,Âu Mỹ",4,I'll Be Home For Christmas
She & Him,"Folk,Âu Mỹ",1668,Rockin' Around The Christmas Tree
She & Him,"Folk,Âu Mỹ",738,Blue Christmas
She & Him,"Folk,Âu Mỹ",1947,Sleigh Ride
Michael Buble,"Blues / Jazz,Âu Mỹ",12634,Winter Wonderland
Boney M,"Âu Mỹ,Pop,Electronic / Dance",650098,Bahama Mama
Benjamin Richter,"Âu Mỹ,Folk",0,Fuga Magica
Benjamin Richter,"Âu Mỹ,Folk",0,"Der Kummer, Der Nicht Spricht..."
Michael Buble,"Pop,Âu Mỹ",5440865,Home
"Justin Bieber,Mariah Carey","Âu Mỹ,Pop",80634,All I Want For Christmas Is You (Superfest...
Benjamin Richter,"Âu Mỹ,Folk",0,Per Aspera At Astra
Young Chinese Dogs,"Âu Mỹ,Folk",0,Shouldn't Be Missing
Benjamin Richter,"Âu Mỹ,Folk",0,Nebula
Young Chinese Dogs,"Âu Mỹ,Folk",0,Save The Date
Young Chinese Dogs,"Âu Mỹ,Folk",0,Dirty Little Boys
Young Chinese Dogs,"Âu Mỹ,Folk",0,Heart Full Of Hope
Benjamin Richter,"Âu Mỹ,Folk",0,Zeit Des Erwachens
Benjamin Richter,"Âu Mỹ,Folk",0,Wiegenlied
Boney M,"Âu Mỹ,Pop,Electronic / Dance",49667,When A Child Is Born
Benjamin Richter,"Âu Mỹ,Folk",0,Lost In A Haze Of A Dream
Michael Bublé,"Âu Mỹ,Pop",12075,Santa Baby
Benjamin Richter,"Âu Mỹ,Folk",0,Salvation Serenade
