singers,genres,total_play,title
Châu Khải Phong,"Việt Nam,Nhạc Trẻ",17663374,Nụ Cười Không Vui
Hoàng Châu,"Việt Nam,Nhạc Trẻ",4443773,Trong Tim Có Mưa
Trịnh Thiên Ân,"Việt Nam,Nhạc Trẻ",21477369,Khóc Trong Mưa
Lương Bích Hữu,"Việt Nam,Nhạc Trẻ",6145402,Em Yêu Anh (Remix)
Vĩnh Thuyên Kim,"Việt Nam,Nhạc Trẻ",3079398,Tình Yêu Cuối Cùng
Vy Oanh,"Việt Nam,Nhạc Trẻ",3582729,Hương Rừng
Lương Minh Trang,"Việt Nam,Nhạc Trẻ",13020572,Kết Thúc Không Bất Ngờ
"Lương Bích Hữu,Tam Hổ","Việt Nam,Nhạc Trẻ",28318751,Duyên Phận Ý Trời
"Hồ Ngọc Hà,V.Music","Việt Nam,Nhạc Trẻ",2277252,I Love You
Miu Lê,"Việt Nam,Nhạc Trẻ",7468701,Em Yêu Anh (I Love You)
Phan Đinh Tùng,"Việt Nam,Nhạc Trẻ",2752229,Vì Một Lần Yêu
Anh Khang,"Việt Nam,Nhạc Trẻ",17973440,Anh Mơ
V.Music,"Việt Nam,Nhạc Trẻ",6622912,Nơi Đó Có Tình Yêu
"Ưng Hoàng Phúc,Lê Chí Trung","Việt Nam,Nhạc Trẻ",3689350,Xuyên Qua Bí Ẩn
"JustaTee,Soobin Hoàng Sơn","Việt Nam,Nhạc Trẻ",10225810,Vụt Tan
Hải Băng,"Việt Nam,Nhạc Trẻ",10279053,Em Giờ Đây
Minh Hằng,"Việt Nam,Nhạc Trẻ",4008312,Mây
Quang Lê,"Việt Nam,Nhạc Trữ Tình",3874579,Cô Hàng Xóm
"Lưu Hương Giang,Suboi","Việt Nam,Nhạc Trẻ",15749032,Đừng Ngoảnh Lại
JustaTee,"Việt Nam,Rap Việt",14998364,She Neva Knows
Ông Cao Thắng,"Việt Nam,Nhạc Trẻ",6005870,La La La
Bích Phương,"Việt Nam,Nhạc Trẻ",16669261,Có Lẽ Em
Bích Phương,"Việt Nam,Nhạc Trẻ",17136375,Vẫn
Khắc Việt,"Việt Nam,Nhạc Trẻ",35354700,Chỉ Anh Hiểu Em
Vĩnh Thuyên Kim,"Việt Nam,Nhạc Trẻ,Nhạc Trữ Tình",3300447,Đến Phút Cuối
Trần Tuấn Lương,"Việt Nam,Nhạc Trẻ",18139133,Nước Mắt
"Emily,JustaTee","Việt Nam,Nhạc Trẻ,Rap Việt",9963989,Tình Cờ
Thủy Tiên,"Việt Nam,Nhạc Trẻ",5900530,Ký Ức Ngọt Ngào
Lương Minh Trang,"Việt Nam,Nhạc Trẻ",8127273,Không Thể Không Thấy Nhớ
Phạm Trưởng,"Việt Nam,Nhạc Trẻ",3009190,Hai Con Đường
The Men,"Việt Nam,Nhạc Trẻ",11567783,Nếu Không Phải Là Em
Quốc Thiên,"Việt Nam,Nhạc Trẻ",15171127,Chia Cách Bình Yên
Quang Lê,"Việt Nam,Nhạc Trữ Tình",16299720,Về Đâu Mái Tóc Người Thương
Khắc Việt,"Việt Nam,Nhạc Trẻ",9592325,Người Cô Đơn
Bảo Thy,"Việt Nam,Nhạc Trẻ",11323497,Xếp Vào Quá Khứ
Tim,"Việt Nam,Nhạc Trẻ",9174902,Anh Biết
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,30 Mins of a Gently Flowing River With Calming...
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",1,Introduction to 3d Natural Sounds
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Reiki Colours Above Our Sky - Bonus Track
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Reiki Gold
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,3d Natural Sounds - Sea
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Healing Rain with Music. Natural Sounds with...
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Healing Rain. Natural Sounds with Music...
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",2,Reiki Colours Above Our Sky - Bonus Track
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Healing Thunderstorm Natural Sounds with...
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Astral Projection (Side A)
HKT,"Việt Nam,Nhạc Trẻ",10943056,Lời Yêu Đó
Bảo Thy,"Việt Nam,Nhạc Trẻ",6785170,Tri Kỷ
Nhiều nghệ sĩ,"Việt Nam,Rap Việt",15163861,My Lady
Akira Phan,"Việt Nam,Nhạc Trẻ",5063574,Yêu Em Không Vì Nhan Sắc
Khắc Việt,"Việt Nam,Nhạc Trẻ",20785687,Anh Khác Hay Em Khác
Bảo Thy,"Việt Nam,Nhạc Trẻ",6413625,Mất Anh Bởi Tất Cả Những Thứ Em Cho
Hồ Quang Hiếu,"Việt Nam,Nhạc Trẻ",22179405,Ngã Tư Đường
Anh Khang,"Việt Nam,Nhạc Trẻ",16218415,Ngày Xưa Em Đến
V.Music,"Việt Nam,Nhạc Trẻ",6213034,Vẫn Đợi Em Về
Nguyễn Đình Vũ,"Việt Nam,Nhạc Trẻ",17045518,Khát Vọng Thượng Lưu
AOA,"Hàn Quốc,Electronic / Dance",149727,Heart Attack
"Trương Lệ Vân,Yanbi","Việt Nam,Nhạc Trẻ",9675921,Câu Chuyện Tình Yêu
Hải Băng,"Việt Nam,Nhạc Trẻ",20120140,Viên Đá Nhỏ
Apink,"Hàn Quốc,Pop / Ballad",845849,NoNoNo
Cao Thái Sơn,"Việt Nam,Nhạc Trẻ",4979886,Giấc Mơ Không Phải Anh
Lý Hải,"Việt Nam,Nhạc Trẻ",15534858,Em Hạnh Phúc Là Anh An Lòng
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Healing Thunderstorm Natural Sounds
"LK,Nguyễn Hồng Hải","Rap Việt,Việt Nam",3524268,Ánh Sáng Nơi Cuối Con Đường
"LK,Lil' Kani","Việt Nam,Rap Việt",64138,Love In My Life
Exid,"Hàn Quốc,Electronic / Dance",229951,Ah Yeah!
"Phương Anh,LK","Việt Nam,Rap Việt",108409,What Is The Luv
"Ưng Đại Vệ,LK","Việt Nam,Nhạc Trẻ",5292255,Anh Nhớ Em Nhiều
"LK,Ưng Đại Vệ","Việt Nam,Rap Việt",536708,Ngôi Sao Cô Đơn
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Astral Projection (Side B)
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Tantric Sexuality
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Sapphire Blue
"LK,JustaTee","Việt Nam,Rap Việt",11302094,Người Lạ Nơi Cuối Con Đường
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,A Long Song Ago
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Sleep Gold
Exid,"Hàn Quốc,Electronic / Dance",328595,UP & DOWN
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Revitalising Waterfall
"LK,Ngô Thanh Vân","Việt Nam,Rap Việt",142680,Bó Tay
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Ancient Lands. Full Album Continuous Mix...
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",1,Refreshing Rain
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",0,Natural Sounds. Sea
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",4,Healing Birdsong Natural Sounds with...
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",1,Natural Sounds. Sea and Music
Il Volo,"Âu Mỹ,Pop",1,Si Me Falta Tu Mirada
Il Volo,"Âu Mỹ,Pop",0,L’Immensità (2015 Version)
Llewellyn & Juliana,"Âu Mỹ,New Age / World Music",1,Healing Birdsong Natural Sounds
Il Volo,"Âu Mỹ,Pop",3,Delilah
Il Volo,"Âu Mỹ,Pop",0,Eternally
Il Volo,"Âu Mỹ,Pop",0,The Best Day Of My Life
Il Volo,"Âu Mỹ,Pop",0,"Piove (Ciao, Ciao Bambina) (2015 Version)"
Il Volo,"Âu Mỹ,Pop",9,Caruso
Il Volo,"Âu Mỹ,Pop",2,Beautiful That Way (La Vita È Bella)
Il Volo,"Âu Mỹ,Pop",2,Grande Amore (Spanish Version)
Ông Cao Thắng,"Việt Nam,Nhạc Trẻ",14964143,Nơi Ấy Ngọn Đồi Tình Yêu
Minh Vương M4U,"Việt Nam,Nhạc Trẻ",23882012,Anh Xin Lỗi
Hồ Ngọc Hà,"Việt Nam,Nhạc Trẻ",9208629,Hãy Nói Với Em
The Men,"Việt Nam,Nhạc Trẻ",12904847,Chia Tay Không Lý Do
Hiền Thục,"Việt Nam,Nhạc Trẻ",6993647,Nhật Ký Của Mẹ
"Tiên Cookie,BigDaddy","Việt Nam,Nhạc Trẻ,Rap Việt",15005161,Anh Không Giữ
Phạm Trưởng,"Việt Nam,Nhạc Trẻ",11640721,Nợ
Phạm Trưởng,"Việt Nam,Nhạc Trẻ",10528854,Có Tất Cả Nhưng Mất Em
Miu Lê,"Việt Nam,Nhạc Trẻ",13546337,Con Tim Mong Manh
Cao Thái Sơn,"Việt Nam,Nhạc Trẻ",13768249,Điều Ngọt Ngào Nhất
Noo Phước Thịnh,"Việt Nam,Nhạc Trẻ",11941668,Xin Lỗi Em
Apink,"Hàn Quốc,Pop / Ballad",434905,LUV
Miss A,"Hàn Quốc,Electronic / Dance",411171,Only You
Red Velvet,"Hàn Quốc,Pop / Ballad",169319,Ice Cream Cake
"LK,Phương Anh","Việt Nam,Rap Việt",186572,Đen
"LK,Phương Anh","Việt Nam,Rap Việt",401160,Lệ Vui
"LK,Phương Anh","Việt Nam,Rap Việt",137913,Ta Luôn Nghĩ Về Nhau
"Kim,LK","Rap Việt,Việt Nam",727248,Anh Sai
"Đăng Khôi,LK","Việt Nam,Nhạc Trẻ",508992,Chiếc Lá Tình Yêu
LK,"Việt Nam,Rap Việt",147519,Yêu Em
"LK,Eddy Việt","Việt Nam,Rap Việt",3798963,Riêng Mình Anh Cô Đơn
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,L'Ultima Diligenza Di Red Rock (Versione...
"Jennifer Jason Leigh,Kurt Russell","Âu Mỹ,Nhạc Phim",0,"""Major Warren Meet Daisy Domergue"""
LK,"Việt Nam,Rap Việt",104837,Bánh Bổ
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,Narratore Letterario (Literary Narrator)
"Tim Roth,Kurt Russell","Âu Mỹ,Nhạc Phim",0,"""Frontier Justice"""
The White Stripes,"Âu Mỹ,Nhạc Phim",0,Apple Blossom
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,Overture
"LK,LinhKent","Rap Việt,Việt Nam",43685,Love Friend
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,L’ultima Diligenza Di Red Rock
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,Neve (Snow)
"Kurt Russell,Michael Madsen","Âu Mỹ,Nhạc Phim",2,"""This Here Is Daisy Domergue"""
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,Sei Cavalli (Six Horses)
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,Raggi Di Sole Sulla Montagna (Rays Of Sun...
Chris Tomlin,"Âu Mỹ,Pop",0,Hymn Of Joy
Katy Perry,"Âu Mỹ,Pop",265,Everyday Is A Holiday (Extended Mix)
Macy Gray,"Âu Mỹ,Pop",6,All I Want For Christmas (Lyric Video)
"Samantha Jade,Nathaniel","Âu Mỹ,Pop",1629,All I Want For Christmas Is You
Macy Gray,"Âu Mỹ,Pop",11,All I Want For Christmas
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Early Dawn
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Sunset Pyramid
Louisa Johnson,"Âu Mỹ,Pop",31,Forever Young
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Across the Seas
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Places of Wonder
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Evening Sunset
Minh Vương M4U,"Việt Nam,Nhạc Trẻ",13750219,Xóa Tên Anh
"LK,Emily","Rap Việt,Việt Nam",30149244,Xin Anh Đừng
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",21732168,Sẽ Không Còn Nữa
Cao Thái Sơn,"Việt Nam,Nhạc Trẻ",10979490,Anh Sai Rồi
The Men,"Việt Nam,Nhạc Trẻ",19018572,Lời Anh Muốn Nói
"Thanh Bùi,Tata Young","Việt Nam,Nhạc Trẻ",19595102,Tình Về Nơi Đâu
Vy Oanh,"Việt Nam,Nhạc Trẻ",19088176,Đồng Xanh
Charlie Puth,"Âu Mỹ,Pop",155,One Call Away (Piana-Pella)
"Akon,DJ Chose","Âu Mỹ,Pop",14,Want Some
Khởi My,"Việt Nam,Nhạc Trẻ",18748502,Thương Hại
"LK,P.A","Việt Nam,Nhạc Trẻ,Rap Việt",7602747,Im Lặng
Noo Phước Thịnh,"Việt Nam,Nhạc Trẻ",5549269,Xa Em
"Lynk Lee,Phúc Bằng","Việt Nam,Nhạc Trẻ",30266370,Tạm Biệt Nhé
Cascada,"Âu Mỹ,R&B / Soul",260132,A Never Ending Dream
3 Con Mèo,"Việt Nam,Nhạc Trẻ",327247,Đêm Giáng Sinh
"Trần Tuấn Lương,Phạm Trưởng","Việt Nam,Nhạc Trẻ",34404462,Tình Yêu Không Miễn Cưỡng
Lm.JB.Nguyễn Sang,"Việt Nam,Nhạc Trữ Tình",1347445,Mùa Đông Năm Ấy
Cascada,"Âu Mỹ,R&B / Soul",183466,"Truly, Madly, Deeply"
Thùy Chi,"Việt Nam,Nhạc Trẻ",1807653,Tuyết Rơi Đêm Giáng Sinh
Hồ Quỳnh Hương,"Việt Nam,Nhạc Trẻ",976367,Tiếng Chuông Ngân
Nguyễn Hồng Ân,"Nhạc Trữ Tình,Việt Nam",113906,Mừng Chúa Ra Đời
Various Artists,"Việt Nam,Nhạc Trẻ",2308400,Liên Khúc Giáng Sinh
LK,"Việt Nam,Rap Việt",104192,Em Sẽ Làm Được Gì Hơn
LK,"Việt Nam,Nhạc Trẻ",119092,Hưng
LK,"Việt Nam,Rap Việt",283856,Giả Vờ Hết (Part 2)
ABBA,"Âu Mỹ,Pop",869835,Happy New Year
Enya,"New Age / World Music,Hòa Tấu",1285263,We Wish You A Merry Christmas
Bằng Cường,"Việt Nam,Nhạc Trẻ",1368620,LK Giáng Sinh Remix
LK,"Việt Nam,Rap Việt",312372,I Need You 2 Night
LK,"Việt Nam,Rap Việt",47529,Úm Ba La
LK,"Việt Nam,Rap Việt",320172,AI Ai Ai Đã Khiến Em Như Vậy
"Samuel L. Jackson,Walton Goggins","Âu Mỹ,Nhạc Phim",0,"""Son Of The Bloody N**ger Killer Of Baton..."
"Jennifer Jason Leigh,Kurt Russell","Âu Mỹ,Nhạc Phim",0,"""Jim Jones At Botany Bay"""
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,Neve (Snow) [#2]
"Samuel L. Jackson,Demian Bichir","Âu Mỹ,Nhạc Phim",0,"""Uncle Charlie’s Stew"""
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,I Quattro Passeggeri (The Four Passengers)
LK,"Việt Nam,Rap Việt",258215,Hẹn Em Vào Một Ngày Khác
LK,"Việt Nam,Rap Việt",5589596,Nơi Thuộc Về Nỗi Nhớ
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,La Musica Prima Del Massacro (The Music Before...
LK,"Việt Nam,Rap Việt",1282146,Sắc Màu Tình Yêu
LK,"Việt Nam,Rap Việt",139575,The Mirror
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,L’Inferno Bianco (The White Hell)
LK,"Việt Nam,Rap Việt",170336,Thôi Đành Chia Tay
"Tim Roth,Walton Goggins","Âu Mỹ,Nhạc Phim",0,"""The Suggestive Oswaldo Mobray"""
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,L'Inferno Bianco (The White Hell) [Ottoni]
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,Neve (Snow) [#3]
David Hess,"Âu Mỹ,Nhạc Phim",0,"""Now You’re All Alone"""
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,Sangue E Neve (Blood And Snow)
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Rising Mists
Llewellyn & Juliana,"Âu Mỹ,Pop",0,New Beginings
Llewellyn & Juliana,"Âu Mỹ,Pop",1,When the World is Asleep
Llewellyn & Juliana,"Âu Mỹ,Pop",0,From a Mountain
Llewellyn & Juliana,"Âu Mỹ,Pop",0,To Faraway
Llewellyn & Juliana,"Âu Mỹ,Pop",1,Journey Home
León,"Âu Mỹ,Pop",2,Treasure
León,"Âu Mỹ,Pop",12,Tired Of Talking
León,"Âu Mỹ,Pop",4,Nobody Cares
León,"Âu Mỹ,Pop",3,Léon’s Lullaby
Llewellyn & Juliana,"Âu Mỹ,Pop",0,The Otherworld
Llewellyn & Juliana,"Âu Mỹ,Pop",0,The Sacred People
Bảo Thy,"Việt Nam,Nhạc Trẻ",17259247,Một Chút Quên Anh Thôi
Hồ Quang Hiếu,"Việt Nam,Nhạc Trẻ",69750491,Không Cảm Xúc
Minh Vương M4U,"Việt Nam,Nhạc Trẻ",47486524,Nỗi Đau Xót Xa
"Bảo Thy,Mr.T","Việt Nam,Nhạc Trẻ",14770249,Nothing In Your Eyes 2
Khắc Việt,"Việt Nam,Nhạc Trẻ",23334996,Anh Nhận Ra
Khắc Việt,"Việt Nam,Nhạc Trẻ",18346114,Hay Là Chia Tay
Miu Lê,"Việt Nam,Nhạc Trẻ",26082781,Yêu Anh
Miu Lê,"Việt Nam,Nhạc Trẻ",26473614,Em Nhớ Anh
Nhiều nghệ sĩ,"Việt Nam,Nhạc Trẻ,Rap Việt",40231730,Ngọn Nến Trước Gió
Minh Vương M4U,"Việt Nam,Nhạc Trẻ",17760644,Chỉ Còn Trong Mơ
LK,"Việt Nam,Rap Việt",60753,Ngôi Sao Đã Mất
Cascada,"Âu Mỹ,R&B / Soul",127119,Miracle
Đông Nhi,"Việt Nam,Nhạc Trẻ",15430679,Sau Mỗi Giấc Mơ
Cascada,"Âu Mỹ,R&B / Soul",644503,Everytime We Touch
LK,"Việt Nam,Rap Việt",2208367,Một Cái Tên
LK,"Việt Nam,Rap Việt",20913,Now And 4eva - Cover Song
LK,"Việt Nam,Rap Việt",40174,Hey Lil Ma Know Me
LK,"Việt Nam,Rap Việt",129024,Hòa Bình Trọn Vẹn
LK,"Việt Nam,Nhạc Trẻ",9021989,Lip
LK,"Việt Nam,Rap Việt",99193,Da Cam
LK,"Việt Nam,Rap Việt",52078,Hết Yêu Remix
"Walton Goggins,Jennifer Jason Leigh","Âu Mỹ,Nhạc Phim",0,Daisy’s Speech
Ennio Morricone,"Âu Mỹ,Nhạc Phim",0,La Lettera Di Lincoln (The Letter Of Lincoln)...
LK,"Việt Nam,Rap Việt",68259,Trời Ơi
Ennio Morricone,"Âu Mỹ,Nhạc Phim",1,La Puntura Della Morte (The Sting Of Death)
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Gawain And The Loathly Lady
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Rhiannon
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Kingdom Of The Faery
Llewellyn & Juliana,"Âu Mỹ,Pop",0,Finn And The Fianna
Llewellyn & Juliana,"Âu Mỹ,Pop",0,The Rowan Tree
O'G3NE,"Âu Mỹ,Pop",39,The Power Of Christmas
Ariana Grande,"Âu Mỹ,Pop",19,Intro (Christmas & Chill)
Ariana Grande,"Âu Mỹ,Pop",53,True Love
"Ennio Morricone,Walton Goggins","Âu Mỹ,Nhạc Phim",0,La Lettera Di Lincoln (The Letter Of Lincoln)...
Ariana Grande,"Âu Mỹ,Pop",123,Wit It This Christmas
Llewellyn & Juliana,"Âu Mỹ,Pop",1,Avalon - Place Of Apples
Ariana Grande,"Âu Mỹ,Pop",45,Winter Things
Ariana Grande,"Âu Mỹ,Pop",12,Not Just On Christmas
Hồ Quang Hiếu,"Việt Nam,Nhạc Trẻ",23249620,Đừng Buông Tay Anh
HKT,"Việt Nam,Nhạc Trẻ",20369334,Giá Như Chưa Từng Quen
Karmin,"Âu Mỹ,Pop",85,Baby It's Cold Outside
Lương Bích Hữu,"Việt Nam,Nhạc Trẻ",24064971,Em Yêu Anh
Bích Phương,"Việt Nam,Nhạc Trẻ",40677222,Có Khi Nào Rời Xa
Ariana Grande,"Âu Mỹ,Pop",20,December
Trịnh Thăng Bình,"Việt Nam,Nhạc Trẻ",63274556,Người Ấy
Lương Bích Hữu,"Việt Nam,Nhạc Trẻ",37696543,Quên Cách Yêu
Minh Vương M4U,"Việt Nam,Nhạc Trẻ",28099033,Đừng Làm Anh Đau
LK,"Việt Nam,Rap Việt",38202,Chat Với Mozart
Mr. Siro,"Việt Nam,Nhạc Trẻ",54911917,Lắng Nghe Nước Mắt
"JustaTee,BigDaddy","Việt Nam,Nhạc Trẻ,Rap Việt",98054,2AM (Beat)
LK,"Việt Nam,Rap Việt",1800697,Cho Tôi Một Cơ Hội
LK,"Việt Nam,Rap Việt",58504,Đêm Không Em
Bonnie Mckee,"Âu Mỹ,Pop",3,California Winter Extravaganza
LK,"Việt Nam,Rap Việt",833408,Anh Sẽ Viết
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Dance",73043,Tình Người Ngoại Đạo
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",13538263,Tìm Lại Bầu Trời
Sơn Tùng M-TP,"Việt Nam,Rap Việt",76633101,Cơn Mưa Ngang Qua
Bonnie Mckee,"Âu Mỹ,Pop",4,California Winter
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",11108,Tình Người Ngoại Đạo (Guitar Version)
"JustaTee,BigDaddy","Việt Nam,Nhạc Trẻ,Rap Việt",22586893,2AM
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Trẻ",17222,Noel Về
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",5220,Sao Biển
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",6168,Tâm Tình Hiến Dâng
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",3988,Xin Vâng
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",693,Bây Giờ Tháng Mấy
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Trẻ",15681,Đêm Thánh Vô Cùng (Silent Night)
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",3898,Cung Chúc Trinh Vương
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",1420,Một Đời Như Chúa
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",2198,Lắng Nghe Lời Chúa
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",2086,Giọt Lệ Thống Hối
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",2163,Dâng Mẹ
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",7871,Ca Khúc Trầm Hương
Cẩm Ly,"Việt Nam,Nhạc Trữ Tình",250934,Cô Tư Bánh Tét
Quốc Đại,"Việt Nam,Nhạc Trữ Tình",93955,Nhớ Ai
Quốc Đại,"Việt Nam,Nhạc Trữ Tình",177187,Dã Tràng Biển Đông
Đàm Vĩnh Hưng,"Việt Nam,Nhạc Đạo",749,Lời Mẹ Nhắn Nhủ
Quốc Đại,"Việt Nam,Nhạc Trữ Tình",185451,Tím Ruột Bầm Gan
Cẩm Ly,"Việt Nam,Nhạc Trữ Tình",191361,Cha Già
Cẩm Ly,"Việt Nam,Nhạc Trữ Tình",384755,Hương Lúa Miền Nam
Quốc Đại,"Việt Nam,Nhạc Trữ Tình",55040,Xa Quê
"Cẩm Ly,Quốc Đại","Việt Nam,Nhạc Trữ Tình",636548,Anh Đi Giữ Vườn
Cẩm Ly,"Việt Nam,Nhạc Trữ Tình",672760,Người Tình Quê
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",367477,Niệm Khúc Cuối
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",744064,Nửa Hồn Thương Đau
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",332316,Dư Âm
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",515328,Xin Còn Gọi Tên Nhau
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",122799,Đêm Đông
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",92990,Cô Đơn
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",196395,Thu Ca
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",468105,Dấu Tình Sầu
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",532101,Một Mình
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",311171,Xóm Đêm
Lệ Quyên,"Việt Nam,Nhạc Trữ Tình",101791,Mắt Biếc
"Enrique Iglesias,Descemer Bueno","Âu Mỹ,Pop",320670,Bailando
"Enrique Iglesias,Flo Rida","Âu Mỹ,Pop,Electronic / Dance",5633,There Goes My Baby
Enrique Iglesias,,8836,Stay Here Tonight
Enrique Iglesias,"Pop,Âu Mỹ",14637,Live It Up Tonight
Enrique Iglesias,"Âu Mỹ,Pop",63467,Coming Home
