singers,genres,total_play,title
"Ưng Đại Vệ,LK","Việt Nam,Nhạc Trẻ",2021870,Vẫn Mãi Trong Tim (49 Ngày OST)
Nguyễn Hoàng Dũng,"Việt Nam,Nhạc Trẻ",4576571,Yếu Đuối
Mr. Siro,"Việt Nam,Nhạc Trẻ",42101391,Dưới Những Cơn Mưa
"Quốc Thiên,Uyên Linh","Việt Nam,Nhạc Trẻ",2648276,Em Xa Theo Bình Yên
Khắc Việt,"Việt Nam,Nhạc Trẻ",26118020,Tội Cho Cô Gái Đó
One Direction,"Âu Mỹ,Pop",1491,Love You Goodbye
One Direction,"Âu Mỹ,Pop",1697,I Want To Write You A Song
One Direction,"Âu Mỹ,Pop",442,Olivia
One Direction,"Âu Mỹ,Pop",268,Temporary Fix
One Direction,"Âu Mỹ,Pop",524,Never Enough
One Direction,"Âu Mỹ,Pop",648,History
One Direction,"Âu Mỹ,Pop",1046,Walking In The Wind
One Direction,"Âu Mỹ,Pop",489,Long Way Down
One Direction,"Âu Mỹ,Pop",325,Hey Angel
Miu Lê,"Việt Nam,Nhạc Trẻ",13518331,Con Tim Mong Manh
Lương Bích Hữu,"Việt Nam,Nhạc Trẻ",37668360,Quên Cách Yêu
Lương Minh Trang,"Việt Nam,Nhạc Trẻ",9139767,Quên Anh Là Điều Em Không Thể
One Direction,"Âu Mỹ,Pop",1280,End Of The Day
"Vũ Thảo My,Kimmese","Việt Nam,Nhạc Trẻ",10771194,Buông
Thủy Tiên,"Việt Nam,Nhạc Trẻ",2982900,Mãi Thuộc Về Anh
One Direction,"Âu Mỹ,Pop",492,If I Could Fly
Bảo Thy,"Việt Nam,Nhạc Trẻ",2257008,Mau Nước Mắt
Emily,"Việt Nam,Nhạc Trẻ",25643278,Mùa Xa Nhau
Hồ Ngọc Hà,"Việt Nam,Nhạc Trẻ",6542746,Sao Ta Lặng Im
Hoàng Yến Chibi,"Việt Nam,Nhạc Trẻ",6137852,Mùa Cô Đơn
Đông Nhi,"Việt Nam,Nhạc Trẻ",22570938,Giận Lòng
Sĩ Thanh,"Việt Nam,Nhạc Trẻ",8786385,Xa Anh Chậm Chậm Thôi
Ái Phương,"Việt Nam,Nhạc Trẻ",1431716,Cô Đơn
Bảo Anh,"Việt Nam,Nhạc Trẻ",50090550,Anh Muốn Em Sống Sao
Khởi My,"Việt Nam,Nhạc Trẻ",59182945,Người Yêu Cũ
Thùy Chi,"Việt Nam,Nhạc Trẻ",54534464,Giữ Em Đi
Nguyễn Đình Vũ,"Việt Nam,Nhạc Trẻ",20108842,Em Của Quá Khứ
Khắc Việt,"Việt Nam,Nhạc Trẻ",1601214,Cuối Cùng
Song Thư,"Việt Nam,Nhạc Trẻ",5621116,Hạnh Phúc Không Chọn Em
Trung Tự,"Việt Nam,Nhạc Trẻ",873529,Em À
Ưng Đại Vệ,"Việt Nam,Nhạc Trẻ",1085568,Nỗi Nhớ (Memories)
Nguyễn Bá Phú Quý,"Việt Nam,Nhạc Trẻ",106331,Giữ Cho Riêng Anh Biết
Dương Triệu Vũ,"Việt Nam,Nhạc Trẻ",91566,Anh Biết
Alx Kim Hoàng,"Việt Nam,Nhạc Trẻ",285101,Dành Riêng Cho Em
Phùng Khánh Linh,"Việt Nam,Nhạc Trẻ",1621056,Chạy (On My Way)
Tuấn Hưng,"Việt Nam,Nhạc Trẻ",1170660,Tha Thứ Lỗi Lầm
Sơn Tùng M-TP,"Việt Nam,Nhạc Trẻ",94901583,Chắc Ai Đó Sẽ Về
Dương Triệu Vũ,"Việt Nam,Nhạc Trẻ",77010,Muộn Màng
Chí Thiện,"Việt Nam,Nhạc Trẻ",725231,Đừng Lấy Lý Do
Anh Quân Idol,"Việt Nam,Nhạc Trẻ",9833598,Cám Ơn Vì Tất Cả
Hồ Trung Dũng,"Việt Nam,Nhạc Trẻ,Nhạc Trữ Tình",310808,Ngày Không Em
Lương Minh Trang,"Việt Nam,Nhạc Trẻ",3818395,Không Dành Cho Nhau
Noo Phước Thịnh,"Việt Nam,Nhạc Trẻ",8358405,Giá Như
Phan Mạnh Quỳnh,"Việt Nam,Nhạc Trẻ",86434755,Vợ Người Ta
Bình Minh Vũ,"Việt Nam,Nhạc Trẻ",637813,Mối Tình Đầu
Băng Di,"Việt Nam,Nhạc Trẻ",330957,Và Ngày Ấy Đã Đến
Bình Minh Vũ,"Việt Nam,Nhạc Trẻ",652696,Phải Giữ Em Thế Nào
"Âu Bảo Ngân,Bảo Kun","Việt Nam,Nhạc Trẻ",102233,Morphine
Mr. Siro,"Việt Nam,Nhạc Trẻ",29867461,Vô Hình Trong Tim Em
Super Junior,"Hàn Quốc,Electronic / Dance",3968,Alright
Super Junior,"Hàn Quốc,Electronic / Dance",389,Rock 'N Shine
Super Junior,"Hàn Quốc,Pop / Ballad",1447,We Can
Super Junior,"Hàn Quốc,Electronic / Dance",349,Good Love
Super Junior,"Hàn Quốc,Electronic / Dance",758,Forever With You
Super Junior,"Hàn Quốc,Electronic / Dance",1366,Don't Wake Me Up
Super Junior,"Hàn Quốc,Electronic / Dance",857,Love At First Sight
Super Junior,"Hàn Quốc,Electronic / Dance",395,Simply Beautiful
Super Junior,"Hàn Quốc,Pop / Ballad",417,Stars Appear…
Sabrina,"Âu Mỹ,Pop",17621,The Edge Of Glory
Jessica Simpson,,14505,I Wanna Love You Forever
Shayne Ward,"Pop,Âu Mỹ",403513,Something Worth Living For
Pussycat Dolls,"Pop,Âu Mỹ,R&B / Soul",89221,Happily Ever After
JLS,"Pop,Âu Mỹ",85098,Close To You
Delta Goodrem,"Âu Mỹ,Pop",82457,In This Life
Nick Lachey,"Âu Mỹ,Pop",5183,This I Swear
Emi Fujita,"Nhật Bản,Pop / Ballad",153142,If
Britney Spears,"Pop,Âu Mỹ",1166847,Everytime
Super Junior,"Hàn Quốc,Electronic / Dance",51674,Devil
ABBA,"Âu Mỹ,Pop",136909,The Winner Takes It All
M2M,"Âu Mỹ,Pop",628627,Mirror Mirror
"Quang Lê,Mai Thiên Vân","Việt Nam,Nhạc Quê Hương",1256231,Ngày Xưa Anh Nói
"Văn Mai Hương,Mr A","Việt Nam,Nhạc Trẻ",4789443,Là Em Đó
"Quang Lê,Mai Thiên Vân","Nhạc Trữ Tình,Việt Nam",359987,Hái Hoa Rừng Cho Em
"Lý Hải,Hoàng Châu","Việt Nam,Nhạc Trữ Tình",111892,Bạc Trắng Lửa Hồng
"Khang Việt,Mạnh Quân","Việt Nam,Nhạc Trẻ",1533901,Còn Có Anh
"Hoàng Ka,Cẩm Vân Phạm","Việt Nam,Nhạc Trẻ",260849,Ngày Cưới Hạnh Phúc
"Tường Nguyên,Hoàng Lan","Việt Nam,Nhạc Quê Hương",18201,"Tôi Yêu Người, Tôi Xa Người"
"Nam Cường,Ngô Kiến Huy","Việt Nam,Nhạc Trẻ",5629637,Phía Sau Em
"Đào Bá Lộc,Đông Nhi","Việt Nam,Nhạc Trẻ",3509807,Chờ Ngày Nắng Lên
"Hồng Dương M4U,Minh Vương M4U","Việt Nam,Nhạc Trẻ",1961089,Hạnh Phúc Vỡ Tan
"JustaTee,Kimmese","Việt Nam,Nhạc Trẻ",9443583,Lời Nói Dối Chân Thật
"Hương Giang Idol,Phạm Hồng Phước","Việt Nam,Nhạc Trẻ",14457691,Mùa Ta Đã Yêu
"V.Music,Thủy Tiên","Việt Nam,Nhạc Trẻ",4851824,Mặt Trời Lạnh
"Trà My Idol,Hoàng Rapper","Việt Nam,Nhạc Trẻ",26442156,Cần Lắm
"Dương Trường Giang,Bùi Anh Tuấn","Việt Nam,Nhạc Trẻ",16685662,Phố Không Mùa
"Mr. Siro,BigDaddy","Việt Nam,Nhạc Trẻ",52638739,Không Cần Thêm Một Ai Nữa
"Phương Mỹ Chi,Thùy Dương","Việt Nam,Nhạc Trữ Tình",8854161,Nỗi Buồn Mẹ Tôi
"Ngô Kiến Huy,Đông Nhi","Việt Nam,Nhạc Trẻ",3832212,Quá Khứ Như Một Giấc Mơ
"Miu Lê,Clownd Hoàng","Việt Nam,Nhạc Trẻ",3802318,Em Không Tin
"Karik,Windy Quyên","Việt Nam,Rap Việt",18569304,Ế
"Lý Hải,Hoàng Châu","Việt Nam,Nhạc Trẻ",14048,Thao Thức Vì Em
"Lý Hải,Hoàng Châu","Việt Nam,Nhạc Trẻ",174286,Nhớ Người Yêu
"Lý Hải,Hoàng Châu",,90582,Định Mệnh
"Lý Hải,Hoàng Châu","Việt Nam,Nhạc Trẻ",70766,Nỗi Buồn Gác Trọ
"Lý Hải,Hoàng Châu","Việt Nam,Nhạc Trẻ",169058,Cho Vừa Lòng Em
"Lý Hải,Hoàng Châu","Việt Nam,Nhạc Trẻ",40948,Phút Cuối
Mạnh Đình,"Nhạc Trữ Tình,Việt Nam",57186,Hoài Thu
Như Quỳnh,"Nhạc Trữ Tình,Việt Nam",23825,Đà Lạt Xa Nhau
Mạnh Đình,"Nhạc Trữ Tình,Việt Nam",114021,Cho Kỷ Niệm Mùa Đông
"Lý Hải,Hoàng Châu",,46006,Duyên Kiếp
"Lý Hải,Hoàng Châu",,37022,Em Về Kẻo Mưa
"Mạnh Đình,Như Quỳnh","Nhạc Trữ Tình,Việt Nam",59786,Tình Yêu Vỗ Cánh
"Mạnh Đình,Như Quỳnh","Nhạc Trữ Tình,Việt Nam",39864,Chớ Hỏi Vì Sao Tôi Buồn
"Mai Thiên Vân,Quang Lê","Nhạc Trữ Tình,Việt Nam",498744,Phải Lòng Con Gái Bến Tre
"Mạnh Đình,Như Quỳnh","Nhạc Trữ Tình,Việt Nam",123248,Đành Lòng Sao Anh
"Ngọc Sơn,Phương Thủy","Nhạc Trẻ,Việt Nam",7295,Nhớ Nhau Hoài
"Trường Vũ,Mai Thiên Vân","Việt Nam,Nhạc Trữ Tình",96178,Hai Đứa Giận Nhau
"Lê Sang,Dương Hồng Loan","Việt Nam,Nhạc Quê Hương",122157,Tình Ấm Chiều Quê
"Quang Lê,Mai Thiên Vân","Việt Nam,Nhạc Trữ Tình",2536758,Ngày Xưa Anh Nói
Trúc Linh – Trúc Lam,"Việt Nam,Nhạc Trẻ",15739,Đường Vào Tình Yêu
"Quang Lê,Ngọc Hạ","Việt Nam,Nhạc Trữ Tình",128492,Tình Nghèo
"Như Quỳnh,Mạnh Quỳnh","Việt Nam,Nhạc Trữ Tình",190889,Bạc Trắng Lửa Hồng
"Lưu Ánh Loan,Trường Sơn","Việt Nam,Nhạc Quê Hương",40648,Em Về Kẻo Trời Mưa
"Như Quỳnh,Tường Nguyên","Nhạc Trữ Tình,Việt Nam",193938,Hương Tóc Mạ Non
"Quốc Đại,Cẩm Ly","Nhạc Trữ Tình,Việt Nam,Nhạc Quê Hương",340828,Đừng Nói Xa Nhau
"Quốc Đại,Cẩm Ly","Nhạc Trữ Tình,Việt Nam",224467,Tình Nghĩa Đôi Ta Chỉ Thế Thôi
"Như Quỳnh,Tường Nguyên","Nhạc Trữ Tình,Việt Nam",39783,Nhật Ký Mùa Đông
"Lệ Quyên,Quang Lê","Việt Nam,Nhạc Trẻ,Nhạc Trữ Tình",2532073,Sầu Tím Thiệp Hồng
"Quang Lê,Ngọc Hạ","Việt Nam,Nhạc Trữ Tình",629845,Duyên Quê
"Giáng Tiên,Dương Ngọc Thái","Việt Nam,Nhạc Trẻ,Nhạc Trữ Tình",8420030,Đường Tình Đôi Ngã
"Quang Lê,Mai Thiên Vân","Việt Nam,Nhạc Quê Hương",769079,Gõ Cửa Trái Tim
"Trần Ngọc Khanh,Ái Phương","Việt Nam,Nhạc Trẻ",77222,Con Tim Tan Vỡ
"Ngô Kiến Huy,Khổng Tú Quỳnh","Việt Nam,Nhạc Trẻ",2602518,Yêu Em
"Bảo Thy,Dương Triệu Vũ","Việt Nam,Nhạc Trẻ",1155745,Nhớ Rất Nhớ
"Sơn Ngọc Minh,Miu Lê","Việt Nam,Nhạc Trẻ",245573,Chạm Vào Hơi Thở
"Cao Thái Sơn,Hương Tràm","Việt Nam,Nhạc Trẻ",38199747,Sẽ Có Người Cần Anh
"Hồ Quang Hiếu,Chi Dân","Việt Nam,Nhạc Trẻ",4921253,Chỉ Còn Lại Đây
"Nam Cường,Vy Oanh","Việt Nam,Nhạc Trẻ",259198,Lời Hứa
"Nam Du,Akira Phan","Việt Nam,Nhạc Trẻ",3712803,Bờ Vai Nơi Này
"Đoàn Thúy Trang,BigDaddy","Việt Nam,Nhạc Trẻ,Rap Việt",56918725,Tình Yêu Màu Nắng
"Ông Cao Thắng,Đông Nhi","Việt Nam,Nhạc Trẻ",5444459,Nắm Tay Anh Nhé
"Thu Thủy,Chí Thiện","Việt Nam,Nhạc Trẻ",146616,Romeo & Juliet
"Hoàng Tôn,Yanbi","Việt Nam,Nhạc Trẻ",63774489,Em Không Quay Về
"Minh Vương M4U,Hồ Quang Hiếu","Việt Nam,Nhạc Trẻ",15441858,Ký Ức Còn Đâu
"Đàm Vĩnh Hưng,Dương Triệu Vũ","Việt Nam,Nhạc Trữ Tình",413453,Cho Người Tình Lỡ
"Song Luân,Nam Cường","Việt Nam,Nhạc Trẻ",101017,Tìm Lại Kí Ức
"Ngô Kiến Huy,Ngân Khánh","Việt Nam,Nhạc Trẻ",399420,Ta Mãi Bên Nhau
"Trúc Nhân,Trương Thảo Nhi","Việt Nam,Nhạc Trẻ",35331073,Bốn Chữ Lắm
"Lam Trang,The Men","Việt Nam,Nhạc Trẻ",7053217,Quá Yêu
"Lệ Quyên,Hồ Ngọc Hà","Việt Nam,Nhạc Trẻ",841174,Chôn Dấu Một Tình Yêu
"Khổng Tú Quỳnh,Ngô Kiến Huy","Việt Nam,Nhạc Trẻ",872494,Bến Tình Yêu
"Bảo Anh,Hoàng Tôn","Việt Nam,Nhạc Trẻ",24008535,Mình Yêu Nhau Bao Lâu
"Quang Lê,Nguyên Lê","Việt Nam,Nhạc Quê Hương",1424263,Thói Đời
"Lam Trang,Tú Nguyễn","Việt Nam,Nhạc Trẻ",28132,Tình Còn Đam Mê
"Song Luân,Gia Hân","Việt Nam,Nhạc Trẻ",20262,Về Với Yêu Thương
"Nam Cường,Việt My","Việt Nam,Nhạc Trẻ",1248274,Trắng Xóa
"Dương Hồng Loan,Lê Sang","Việt Nam,Nhạc Trữ Tình,Nhạc Quê Hương",144991,Đường Về Hai Thôn
"Song Luân,Việt My","Việt Nam,Nhạc Trẻ",319733,Lặng Yêu
"Mạnh Đình,Như Quỳnh","Nhạc Trữ Tình,Việt Nam",249517,Ngẫu Hứng Lý Qua Cầu
"Mỹ Huyền,Mạnh Đình","Việt Nam,Nhạc Trữ Tình",546262,Thuyền Hoa
"Quang Lê,Ngọc Hà","Việt Nam,Nhạc Quê Hương",115220,Ai Ra Xứ Huế
"Quốc Đại,Cẩm Ly","Việt Nam,Nhạc Trữ Tình",556468,Đò Qua Bến Sông
"Mai Tuấn,Hoàng Châu","Việt Nam,Nhạc Trẻ",3741029,Hỏi Vợ Ngoại Thành
"Quang Lê,Hà My","Việt Nam,Nhạc Trữ Tình",303357,Không Phải Tại Chúng Mình
"Hà Phương,Quang Lê","Nhạc Quê Hương,Việt Nam",352971,Bông Ô Môi
"Hà Phương,Quang Lê","Nhạc Quê Hương,Việt Nam",1955281,Hương Tóc Mạ Non
"Cẩm Ly,Quang Linh","Việt Nam,Nhạc Quê Hương",8810688,Thương Nhau Lý Tơ Hồng
"Hà Phương,Hương Thủy","Việt Nam,Nhạc Trữ Tình",787025,Em Đi Trên Cỏ Non
"Quang Lê,Lệ Quyên","Việt Nam,Nhạc Quê Hương",1563184,Sầu Tím Thiệp Hồng
"Mạnh Đình,Như Quỳnh","Việt Nam,Nhạc Trữ Tình",1133078,Lá Diêu Bông
"Quang Lê,Tâm Đoan","Việt Nam,Nhạc Quê Hương",180173,Không Bao Giờ Ngăn Cách
"Minh Vương M4U,Thùy Chi","Việt Nam,Nhạc Trẻ",7108223,Yêu Thương Muộn Màng
"Thúy Khanh,Chi Dân","Việt Nam,Nhạc Trẻ",2575951,Vẫn Là Em
"Hòa Minzy,Nguyễn Minh Cường","Việt Nam,Nhạc Trẻ",394230,Giá Như
"Nguyễn Minh Cường,Hùynh Phan Trọng Quỳnh","Việt Nam,Nhạc Trẻ,Nhạc Phim",403679,Người Yêu Dấu Ơi
"Trịnh Thăng Bình,Quân Rapsoul","Việt Nam,Nhạc Trẻ,Nhạc Dance",136949,Sài Gòn Đêm Nay
"Ưng Đại Vệ,LK","Việt Nam,Nhạc Trẻ",934684,Vì Điều Gì Phải Rời Xa
"Phạm Hoàng Duy,Thái Tuyết Trâm","Việt Nam,Nhạc Trẻ",547692,Sau 3 Năm
"Hồ Quang Hiếu,Lương Khánh Vy","Việt Nam,Nhạc Trẻ",1617019,Cuối Cùng Cũng Là Chia Tay
"Vũ Duy Khánh,Khắc Anh","Việt Nam,Nhạc Trẻ",37901687,Vợ Yêu
"Ngô Kiến Huy,Phương Thanh","Việt Nam,Nhạc Trẻ",672720,Hứa Về Thì Sẽ Đợi
Chi Dân,"Việt Nam,Nhạc Trẻ",3476824,Không Phải Anh
Thanh Duy,"Việt Nam,Nhạc Trẻ",1368868,Tonight
Thái Tuyết Trâm,"Việt Nam,Nhạc Trẻ,Nhạc Phim",90354,Người Yêu Dấu Ơi (Cầu Vồng Không Sắc OST)
Thái Tuyết Trâm,"Việt Nam,Nhạc Trẻ",494279,Độc Thân Vui Tính
Lynk Lee,"Việt Nam,Rap Việt",2555143,Yêu Vợ
"Min (St.319),Erik of St.Trainees","Việt Nam,Nhạc Trẻ",1175307,I ♥ You (I Heart You)
Cao Tùng Anh,"Việt Nam,Nhạc Trẻ",9566716,Anh Nhớ Em Nhiều Lắm
Cao Tùng Anh,"Việt Nam,Nhạc Trẻ",3711706,Vợ Tương Lai
Min (St.319),"Việt Nam,Nhạc Trẻ",52524,Fall Down (12 Chòm Sao Vẽ Đường Cho Yêu Chạy...
Min (St.319),"Việt Nam,Nhạc Trẻ",2818890,Tìm (Acoustic Version)
"Min (St.319),Vizza","Việt Nam,Nhạc Trẻ,Nhạc Dance",806405,Y.Ê.U (DeepHouse Version)
Min (St.319),"Việt Nam,Nhạc Trẻ",2846467,Get Out
"Min (St.319),Mr A","Việt Nam,Nhạc Trẻ",6103226,Luôn Bên Anh
"Vũ Duy Khánh,Khắc Anh","Việt Nam,Nhạc Trẻ",585648,Vợ Yêu (Beat)
Phương Thanh,"Việt Nam,Nhạc Trẻ",1415462,Một Thời Đã Xa
Chi Dân,"Việt Nam,Nhạc Trẻ",795161,Làm Vợ Anh Nhé (Beat)
Phương Thanh,"Việt Nam,Nhạc Trẻ",826576,Giã Từ Dĩ Vãng
Phương Thanh,"Nhạc Trữ Tình,Việt Nam",835389,Khi Giấc Mơ Về
Ngô Kiến Huy,"Việt Nam,Nhạc Trẻ",2001021,Giá Một Lần Hoán Đổi
Hamlet Trương,"Việt Nam,Nhạc Trẻ",6166470,Thương Nhau Để Đó
"Nguyễn Minh Cường,Hùynh Phan Trọng Quỳnh","Việt Nam,Nhạc Trẻ",18054,Người Yêu Dầu Ơi (Beat)
Huỳnh Phan Trọng Quỳnh,"Việt Nam,Nhạc Trẻ",31696,Lãng Quên Một Giấc Mơ
Andy Nguyễn,"Việt Nam,Nhạc Trẻ",80378,Giá Như
"Nguyễn Minh Cường,Hùynh Phan Trọng Quỳnh","Việt Nam,Nhạc Trẻ,Nhạc Phim",146241,Bài Tình Ca Cho Anh (Cầu Vồng Không Sắc...
"Hòa Minzy,Nguyễn Minh Cường","Việt Nam,Nhạc Trẻ",147990,Quay Về Đi
Chi Dân,"Việt Nam,Nhạc Trẻ",1603019,Lời Chia Tay Khó Nói
Chi Dân,"Việt Nam,Nhạc Trẻ",743100,Điều Gì Đó
Phương Thanh,"Việt Nam,Nhạc Trẻ",1974733,Một Thời Đã Xa
Thùy Chi,"Việt Nam,Nhạc Trẻ",7846482,Lặng Yên
Thái Tuyết Trâm,"Việt Nam,Nhạc Trẻ",384258,Nhà Là Nơi
M4U,"Việt Nam,Nhạc Trẻ",6466116,Bài Hát Cho Em
