singers,genres,total_play,title
Khởi My,Nhạc Trẻ,1595878,I Don't Want
Ngô Kiến Huy,Nhạc Trẻ,5321187,Là Người Em Đã Yêu
"Vĩnh Thuyên Kim,Hồ Quang Hiếu",Nhạc Trẻ,2308053,Biết Trước Sẽ Không Mất Nhau
Đình Phong,Nhạc Trẻ,2399794,Chỉ Còn Anh Và Mưa
Yuki Huy Nam,Nhạc Trẻ,109380,Cần Một Lời Giải Thích
Khánh Tân,Nhạc Trẻ,35415,Nhớ Người Anh Yêu
Yuki Huy Nam,Nhạc Trẻ,13705999,Nhìn Em Lần Cuối
Trung Quân Idol,Nhạc Trẻ,8425751,Dấu Mưa
Nam Du,Nhạc Trẻ,363452,Lời Hứa Chỉ Là Lời Hứa
Khởi My,Nhạc Trẻ,9779069,Người Yêu Cũ
Hồ Quang Hiếu,Nhạc Trẻ,5177395,Không Cảm Xúc
Lệ Quyên,Nhạc Trẻ,1456541,Thôi Đừng Chiêm Bao
The Men,Nhạc Trẻ,980068,Chính Là Anh
Bích Phương,Nhạc Trẻ,1397977,Em Không Tin
Bích Phương,Nhạc Trẻ,2973356,Nếu Hạnh Phúc Không Phải Em
"Đoàn Thúy Trang,BigDaddy",Nhạc Trẻ,6062792,Tình Yêu Màu Nắng
Bích Phương,Nhạc Trẻ,4420289,Chỉ Là Em Giấu Đi
"Hoàng Tôn,Yanbi",Nhạc Trẻ,6260518,Em Không Quay Về
Lâm Chấn Khang,Nhạc Trẻ,2173853,Nonstop Lan Và Điệp
Yuki Huy Nam,Nhạc Trẻ,8815712,Nhìn Lại Anh Em Nhé
Bích Phương,Nhạc Trẻ,2262892,Nếu Anh Là Em
"Bảo Thy,Hồ Quang Hiếu",Nhạc Trẻ,3656886,Nếu Như Ta Cách Xa
Phan Mạnh Quỳnh,Nhạc Trẻ,7397563,Anh Ghét Làm Bạn Em
Chi Dân,Nhạc Trẻ,7666388,Không Quan Tâm
"Cao Thái Sơn,Hương Tràm",Nhạc Trẻ,8191260,Sẽ Có Người Cần Anh
Mr.Siro,Nhạc Trẻ,10192683,Bức Tranh Từ Nước Mắt
Bảo Anh,Nhạc Trẻ,9872374,Anh Muốn Em Sống Sao
"Đan Trường,Lương Bích Hữu",Nhạc Trẻ,3310540,Có Kiếp Sau Không
Hải Băng,Nhạc Trẻ,381951,Tưởng Rằng Đã Quên
Wanbi Tuấn Anh,Nhạc Trẻ,316006,Bắt Sóng Cảm Xúc
The Men,Nhạc Trẻ,3079847,Anh Sợ Mất Em
DJ,Nhạc Trẻ,879911,LK Nhạc Việt (Remix)
"Hồ Quang Hiếu,Minh Vương M4U",Nhạc Trẻ,6367034,Ký Ức Còn Đâu 
Châu Khải Phong,Nhạc Trẻ,810147,Em Là Món Quà Vô Giá
Đan Nguyên,Trữ Tình,417898,"LK Thành Phố Buồn, Giọt Lệ Sầu"
Đan Nguyên,Trữ Tình,353797,Túy Ca
"Đan Nguyên,Hà Thanh Xuân",Trữ Tình,399789,Tiễn Một Người Đi
Tùng Sơn,Nhạc Trẻ,4044606,Chắc Ai Đó Sẽ Về (Chàng Trai Năm Ấy OST)
"Y Thanh,V.A",Nhạc Trẻ,286343,Hãy Cười
"Hoàng Tôn,Kay Trần",Nhạc Trẻ,4869563,Chỉ Có Em
V.A,Nhạc Trẻ,11619,Hoa Hồng Của Quỷ (OST)
V.A,Nhạc Trẻ,671,Một Thế Giới
V.A,Nhạc Trẻ,334191,Bầu Trời Âm Nhạc
V.A,Nhạc Trẻ,9982,Bạn Ơi (Version 2)
Khắc Việt,Nhạc Trẻ,565094,Đừng Cố Yêu
Anh Quân Idol,Nhạc Trẻ,10917557,Có Anh Ở Đây Rồi 
Đan Nguyên,Trữ Tình,301476,Lầm (Lam Phương)
Đan Nguyên,Trữ Tình,283366,Đêm Lang Thang (Vinh Sử)
Yuki Huy Nam,Nhạc Trẻ,6555036,Ngày Ngày Gọi Tên Em
HKT,Nhạc Trẻ,4337261,Bên Anh Em Sẽ Không Có Tương Lai
Trần Hà My (Mờ Naive),Nhạc Trẻ,832266,Ngày Hôm Qua Đã Từng
Đan Nguyên,Trữ Tình,836403,Tình chết theo mùa đông  (Lam Phương)
Hồ Quang Hiếu,Nhạc Trẻ,8290908,Nơi Ấy Con Tìm Về
Đan Nguyên,Trữ Tình,361053,Thói đời
Đan Nguyên,Trữ Tình,364603,Lời Cuối Cho Người Tình Phụ
Đan Nguyên,Trữ Tình,858340,Lời Đắng Cho Cuộc Tình
Đan Nguyên,Trữ Tình,369376,Căn nhà màu tím (Hoài Linh)
Đan Nguyên,Trữ Tình,507649,Nếu một ngày
Đan Nguyên,Trữ Tình,365115,LK Ngày Vui Qua Mau
Đan Nguyên,Trữ Tình,468817,Hãy Quên Anh
Đan Nguyên,Trữ Tình,876074,Hoa Sứ Nhà Nàng (Hoàng Phương)
Đan Nguyên,Trữ Tình,902266,Xin Làm Người Tình Cô Đơn
"Lưu Bích,Nguyễn Hưng",Nhạc Trẻ,370725,Trả Nợ Tình Xa
Đan Nguyên,Trữ Tình,812640,Tình Như Mây Khói (Lam Phương)
"Duy Uyên,Phạm Thái Thành",Trữ Tình,261432,Cà Phê Miệt Vườn
Đan Nguyên,Trữ Tình,590610,Xót Xa
Đan Nguyên,Trữ Tình,512974,Đôi mắt người xưa (Trúc Phương)
Đan Nguyên,Trữ Tình,559599,Về đâu mái tóc người thương (Hoài Linh)
Đan Nguyên,Trữ Tình,552698,Chuyện Tình Không Dĩ Vãng
Đan Nguyên,Trữ Tình,402739,Tình Kỷ Nữ (Trịnh Lâm Ngân)
"Shayla,Philip Huy",Nhạc Trẻ,276518,Thiên Duyên Tiền Định
Đan Nguyên,Trữ Tình,335769,Gặp Nhau Làm Chi
Đan Nguyên,Trữ Tình,593624,Tôi Vẫn Không Quên
Đan Nguyên,Trữ Tình,703707,Chuyện Tình Mộng Thường
Đan Nguyên,Trữ Tình,654717,Tội Tình
Đan Nguyên,Trữ Tình,1157237,Buồn trong kỷ niệm (Trúc Phương)
Đan Nguyên,Trữ Tình,686596,Hai lối mộng (Trúc Phương)
Tuấn Hưng,Nhạc Trẻ,3866124,Nắm Lấy Tay Anh
Minh Vương M4U,Nhạc Trẻ,2297765,Anh Nhớ Em Người Yêu Cũ
Tui Hát,Tui Hát,921267,LK Thất Tình
"Đặng Thế Luân,Băng Tâm",Trữ Tình,470801,Tình Nghĩa Đôi Ta Chỉ Thế Thôi
"Lâm Thúy Vân,Đan Nguyên",Trữ Tình,466497,Phút Cuối
Đan Nguyên,Trữ Tình,925437,Tôi Vẫn Không Quên
Đan Nguyên,Trữ Tình,1119748,Lời Cuối Cho Người Tình Phụ
"Băng Tâm,Đan Nguyên",Trữ Tình,2570805,Nếu Chúng Mình Cách Trở
Đan Nguyên,Trữ Tình,332785,LK Giọt Lệ Tình
Đan Nguyên,Trữ Tình,493315,Tôi Vẫn Cô Đơn
Đan Nguyên,Trữ Tình,1900435,Thói Đời
Đan Nguyên,Trữ Tình,1365024,Những Lời Này Cho Em
Đan Nguyên,Trữ Tình,1341642,Đêm Lang Thang
Đan Nguyên,Trữ Tình,391032,Thành Phố Sau Lưng
Đan Nguyên,Nhạc Trẻ,1016841,Mùa Xuân Đó Có Em
Lương Bích Hữu,Nhạc Trẻ,243871,Gọi Phone Cho Anh
Đan Nguyên,Trữ Tình,2779489,Người Yêu Cô Đơn
Lương Bích Hữu,Nhạc Trẻ,277668,Em Dừng Lại
Lương Bích Hữu,Nhạc Trẻ,226627,Nụ Hôn Biệt Ly
Đan Nguyên,Trữ Tình,921490,Một Ngày Không Có Em
Đan Nguyên,Trữ Tình,1118205,Ngày Đó Xa Rồi
Lê Bảo Bình,Nhạc Trẻ,669722,Nhớ Gia Đình
Phan Mạnh Quỳnh,Nhạc Trẻ,764670,Làm Sao Giữ
An Coong,Không Lời,202702,Em Không Quay Về (Piano Cover)
Phương Chi Bảo,Không Lời,133,Nguội Lạnh Beat
An Coong,Không Lời,179532,Chờ Người Nơi Ấy (Piano Cover)
An Coong,Không Lời,212112,Thời Gian Sẽ Trả Lời (Piano Version)
An Coong,Không Lời,14654,Mùa Yêu Cũ (Piano Cover)
An Coong,Không Lời,61354,Chưa Bao Giờ (Piano Cover)
Trịnh Thăng Bình,Không Lời,17370,Sau Bao Năm (Beat & Instrumental)
Trịnh Thăng Bình,Nhạc Trẻ,146281,Thiếu Một Người
Trịnh Thăng Bình,Không Lời,232154,Người Ấy (Piano)
Huyền Anh (Bà Tưng),Nhạc Trẻ,9406,Giá Như
"Trịnh Thăng Bình,Rap Soul",Nhạc Trẻ,243647,Sài Gòn Đêm Nay
Dương Đình Trí,Nhạc Trẻ,9507,Từ Khi Gặp Em
Trịnh Thăng Bình,Nhạc Trẻ,959882,Từ Khi Gặp Em
Trịnh Thăng Bình,Nhạc Trẻ,53678,Xin Hãy Quên Anh
An Coong,Nhạc Hoa,12901,Happy Birthday To Me
"Lâm Vũ,Tuấn Hưng",Nhạc Trẻ,118853,Điều Anh Không Ngờ
An Coong,Không Lời,295337,Nắng Ấm Xa Dần (Piano Cover)
An Coong,Không Lời,109447,Mình Yêu Nhau Đi (Piano Cover)
An Coong,Không Lời,395141,Em Muốn (Piano Cover)
An Coong,Không Lời,230019,Dấu Mưa (Piano Cover)
An Coong,Không Lời,201942,Em Của Ngày Hôm Qua (Piano Cover)
Tuấn Hưng,Nhạc Trẻ,349756,Tha Thứ Lỗi Lầm Remix
An Coong,Không Lời,42134,Dưới Những Cơn Mưa (Piano Cover)
An Coong,Không Lời,20506,Âm Thầm Bên Em (Piano Cover)
Phan Mạnh Quỳnh,Nhạc Trẻ,109877,Nắng Mùa Hạ
Phan Mạnh Quỳnh,Không Lời,122100,Tự Cmn Kỷ (Beat & Instrumental)
Phan Mạnh Quỳnh,Không Lời,141558,Anh Sẽ Yêu Người Ấy Hơn Em (Beat & Instrumental)
Phan Mạnh Quỳnh,Nhạc Trẻ,403170,Mất Hy Vọng
Phan Mạnh Quỳnh,Nhạc Trẻ,550260,Tình Yêu Giữa Mùa Đông
Lê Bảo Bình,Nhạc Trẻ,293316,Vợ Là Nhất
Phương Chi Bảo,Nhạc Trẻ,589,Nguội Lạnh
Lê Bảo Bình,Nhạc Trẻ,43274,Yêu Luôn Nhé Em
"Phan Mạnh Quỳnh,Lê Bảo Bình",Không Lời,154241,Không Quan Trọng (Beat & Instrumental)
Phương Chi Bảo,Trữ Tình,1203,Máu Chảy Ruột Mềm
Lê Bảo Bình,Không Lời,30531,Vợ Là Nhất (Beat & Instrumental)
Lê Bảo Bình,Nhạc Trẻ,49046,Nhớ Gia Đình
Quách Thành Danh,Nhạc Trẻ,18317,Nhớ Gia Đình
Lê Bảo Bình,Nhạc Trẻ,208368,Sang Chém Gió 
Lê Bảo Bình,Nhạc Trẻ,357778,Tôi Vẫn FA
Trung Quân Idol,Nhạc Trẻ,1205815,Trái Đất Tròn Không Gì Là Không Thể
Trung Quân Idol,Nhạc Trẻ,778692,Có Thật Không Tôi
Trịnh Thăng Bình,Nhạc Trẻ,1258893,Em Cần Thời Gian
Miu Lê,Nhạc Trẻ,560967,Mình Yêu Nhau Từ Bao Giờ
Thùy Chi,Nhạc Trẻ,1707678,Một Thời Đã Xa
Bảo Uyên,Nhạc Trẻ,1192204,Để Lại Cho Em
"OnlyC,Binz",Nhạc Trẻ,1436132,Sau Lưng Anh Sẽ Là
Tiên Tiên,Nhạc Trẻ,2697369,Vì Tôi Còn Sống (EDM Version)
Ngô Kiến Huy,Nhạc Trẻ,1710918,Đến Lúc Quên
Hồ Quang Hiếu,Nhạc Trẻ,2656228,Hết Rồi
Nguyễn Hoàng Phong,Nhạc Trẻ,49,Trái Tim Việt Nam
Thái Tuyết Trâm,Nhạc Trẻ,997,Mashup Chưa Bao Giờ Rời Xa (Acoustic Cover)
Vương Anh Tú,Nhạc Trẻ,381632,Trả Lại Những Gì Thuộc Về Em
Trung Quân Idol,Nhạc Trẻ,1329929,Mưa Trên Biển Vắng
"Hoàng Tôn,Bảo Kun",Nhạc Trẻ,62390,Em Đẹp Em Có Quyền
"OnlyC,T.I.N",Nhạc Trẻ,48379,Yêu Em Nhiều Hơn
Thùy Chi,Nhạc Trẻ,13000,Mùa Thu Nhớ Em
Sĩ Thanh,Nhạc Trẻ,286018,Don't Want You
Vương Anh Tú,Nhạc Trẻ,382086,Một Lần Bất Tín Vạn Lần Bất Tin
"Trần Hà My (Mờ Naive),Vương Anh Tú",Thể Loại Khác,15625,Ngày Hôm Qua Trả Lời Những Câu Hỏi
Vương Anh Tú,Nhạc Trẻ,24584,Giúp Em Trả Lời Những Câu Hỏi
Trung Quân Idol,Nhạc Trẻ,58113,Tháng Tư
Hoàng Anh Tùng,Nhạc Trẻ,672978,Trả Lại Những Gì Thuộc Về Em
Vương Anh Tú,Nhạc Trẻ,111159,Mò Kim Đáy Bể
Vương Anh Tú,Nhạc Trẻ,26590,Xin Người Nhớ Tên (Live)
Như Ý,Trữ Tình,9683,Mưa Trên Biển Vắng
"Ngọc Lan,Lâm Thúy Vân",Trữ Tình,69672,Mưa Trên Biển Vắng
Vương Anh Tú,Nhạc Trẻ,57622,Tan Biến
Ngọc Lan,Trữ Tình,525339,Mưa Trên Biển Vắng
Hồ Quang Hiếu,Nhạc Trẻ,605344,Anh Biết
Hồ Quang Hiếu,Nhạc Trẻ,661559,Xuân Yêu Thương
"Asa,Nyny Mama",Rap Việt,13610,Hết Rồi
Hồ Quang Hiếu,Nhạc Trẻ,355956,Quay Cuồng
"Kaisoul,Mr. Đùm",Rap Việt,359478,Hết Rồi
"Ngô Kiến Huy,Khổng Tú Quỳnh",Nhạc Trẻ,1655,Yêu Em
Ngô Kiến Huy,Nhạc Trẻ,2901,Yêu Rất Thật
Ngô Kiến Huy,Thể Loại Khác,7440,Yêu Như Không Yêu (Remix)
Tiên Tiên,Nhạc Trẻ,228154,My Everything (Deephouse Version)
Tiên Tiên,Không Lời,422304,My Everything Beat (Male)
Tiên Tiên,Nhạc Trẻ,313475,Intro
OnlyC,Rap Việt,19205,Xa Em
OnlyC,Nhạc Trẻ,10586,Yêu em mà thôi
"Isaac (365),OnlyC,DJ Gin",Thể Loại Khác,777640,Yêu Không Nghỉ Phép (The Remix - Hòa Âm Ánh Sáng 2015)
Tiên Tiên,Nhạc Trẻ,81568,Say You Do (Acapella Version)
Tiên Tiên,Không Lời,421944,My Everything Beat
Tiên Tiên,Nhạc Trẻ,50737,Tình Về Nơi Đâu
Ngô Kiến Huy,Nhạc Trẻ,186309,"LK Nghi Ngờ, Vì Anh Yêu Em, Giả Vờ Yêu (Remix)"
Ngô Kiến Huy,Không Lời,23551,Là Người Em Đã Yêu (Beat & Instrumental)
"Asa,Nyny Mama,LDT,Lil Name",Rap Việt,149819,Hết Rồi
Ngô Kiến Huy,Nhạc Trẻ,121727,Bao Lâu Rồi
"Lynk Lee,Binz",Rap Việt,99822,Tát Nước Đầu Đình
"Binz,Khói,It's Lee",Rap Việt,310506,Như Ngày Đó
"Vũ Duy Khánh,Thùy Chi",Trữ Tình,36895,Vì Khi Đã Yêu 2012
"Miu Lê,OnlyC,Karik,DJ",Thể Loại Khác,34828,Giáng Sinh Avatar (Remix)
Thùy Chi,Nhạc Trẻ,2941334,Gặp Mẹ Trong Mơ
"Minh Vương M4U,Thùy Chi",Không Lời,202049,Yêu Thương Muộn Màng Beat
Minh Thuận,Nhạc Trẻ,26592,Một Thời Đã Xa
"Khổng Tú Quỳnh,Ngô Kiến Huy,Miu Lê,Huỳnh Anh",Nhạc Trẻ,47499,Thiên Sứ 99
Thùy Chi,Trữ Tình,170163,Đánh Rơi Bên Hồ
Thiên Kim,Nhạc Trẻ,48620,Một Thời Đã Xa
"Thùy Chi,Takayz",Nhạc Trẻ,10468,Bay Lên
Phương Thanh,Nhạc Trẻ,1347699,Một Thời Đã Xa
Võ Hạ Trâm,Nhạc Trẻ,3173,Yêu Nhau Dẫu Mong Manh
"Trung Quân Idol,Quân Rapsoul",Nhạc Trẻ,476,Tìm Em (Acoustic Demo)
Miu Lê,Nhạc Trẻ,101059,Cơn Mưa Nhỏ Và Nắng
"Trung Quân Idol,BigDaddy",Nhạc Trẻ,305993,Dấu Mưa (Remix)
Trung Quân Idol,Nhạc Trẻ,55903,Mưa Nhớ (Acoustic Version)
Hồ Việt Trung,Nhạc Trẻ,181513,Yêu Từ Xa
"Bảo Uyên,DJ VitaminD",Thể Loại Khác,897,Soái Ca (Super Hero) Remix
"Bảo Uyên,DJ VitaminD",Nhạc Trẻ,1487,Soái Ca Remix
Nguyễn Hoàng Phong,Nhạc Trẻ,73,Vũ Hòa Ngày Trở Về
Trung Quân Idol,Nhạc Trẻ,250775,Ta Về Đâu (Con Ma Nhà Họ Vương OST)
Bảo Uyên,Nhạc Trẻ,20943,Soái Ca (Super Hero) (Acoustic Version)
Nguyễn Hoàng Phong,Nhạc Trẻ,53,Lính Pháo Binh
Nguyễn Hoàng Phong,Nhạc Trẻ,92,Hoa Anh Đào
Nguyễn Hoàng Phong,Nhạc Trẻ,37,Khao Khát
Nguyễn Hoàng Phong,Nhạc Trẻ,53,Hoa Tình Yêu
Nguyễn Hoàng Phong,Nhạc Trẻ,137,Hãy Tin Anh Em Nhé
Nguyễn Hoàng Phong,Nhạc Trẻ,87,Mong Được Bên Em
Nguyễn Hoàng Phong,Nhạc Trẻ,48,Hoa Anh Đào (Acoustic Version)
Vũ Cát Tường,Nhạc Trẻ,250480,Góc Đa Hình
"Bằng Cường,Thái Lan Viên",Nhạc Trẻ,345570,Đợi Em Về
Thái Lan Viên,Nhạc Trẻ,115522,Nhà Quê Đi Bar
Bằng Cường,Nhạc Trẻ,6137,Hạnh Phúc Là Điều Giản Dị
"Khánh Won,Bằng Cường",Rap Việt,50921,Mất Người Anh Yêu 2
Bằng Cường,Nhạc Trẻ,225330,Để Tang Quá Khứ
Lê Hiếu,Nhạc Trẻ,26768,Đợi Em Về
"Quách Tuấn Du,Bằng Cường,Võ Hạ Trâm,Thu Trang",Trữ Tình,17451,Vui Trong Ánh Đạo
Jimmii Nguyễn,Trữ Tình,472127,Đợi Em Về
Thanh Hưng Idol,Nhạc Trẻ,18934,Đợi Em Về
Bằng Cường,Nhạc Trẻ,39725,Anh Không Khóc Được
Bằng Cường,Nhạc Trẻ,70064,Nụ Hôn Gian Dối
Bằng Cường,Nhạc Trẻ,317343,Yêu Thêm Lần Nữa
Bằng Cường,Nhạc Trẻ,208121,Sao Em Giấu Anh
Bằng Cường,Nhạc Trẻ,547026,Sợ Rằng Em Nhớ Ai
Bằng Cường,Nhạc Trẻ,253226,Yêu Xa
Bằng Cường,Nhạc Trẻ,2358830,Tình Yêu Và Nỗi Nhớ
Bằng Cường,Nhạc Trẻ,1260598,Yêu Cô Bạn Thân
Bằng Cường,Nhạc Trẻ,483750,Người Trở Lại
Bằng Cường,Nhạc Trẻ,421308,Đâu Phải Anh Chưa Khóc
Vũ Cát Tường,Nhạc Trẻ,472625,Vết Mưa
"V-Ray,Vũ Cát Tường",Rap Việt,71700,Như Chưa Bắt Đầu
Thái Lan Viên,Nhạc Trẻ,4317,Nhà Quê Mang Dép Lê Đi Bar (Quảng Ngãi Version)
Thái Lan Viên,Nhạc Trẻ,128664,Ngày Xuân Long Phụng Sum Vầy
Thái Lan Viên,Nhạc Trẻ,137773,Người Hôi Của
Thái Lan Viên,Nhạc Trẻ,124448,Á Đù ! Mình Cưới Nhau Đi 5 (Remix)
Thái Lan Viên,Nhạc Trẻ,8612,Nắng Nóng Trong Người
Vũ Cát Tường,Nhạc Trẻ,9641,Góc Đa Hình
"Nhật Thủy,Vũ Cát Tường",Nhạc Trẻ,71630,Vết Mưa
Thái Lan Viên,Nhạc Trẻ,257794,Phê Thuốc Lào (Remix)
Thái Lan Viên,Nhạc Trẻ,1179077,Vợ Không Đòi Quà
Thái Lan Viên,Nhạc Trẻ,1974030,Con Bướm Xuân
Thái Lan Viên,Nhạc Trẻ,5037,Mình Cưới Nhau Đi (Remix) (Version 2)
Hoài Lâm,Trữ Tình,1472346,Về Đâu Mái Tóc Người Thương
Châu Khải Phong,Nhạc Trẻ,1338504,Chuỗi Ngày Vắng Em (Remix New Version)
"Trung Quân Idol,Hoàng Rob",Nhạc Trẻ,2751087,Xin Mưa Rơi Nhanh
Lynk Lee,Nhạc Trẻ,256482,Nhắm Mắt
"Ưng Đại Vệ,LiL Knight",Nhạc Trẻ,568555,Vì Điều Gì Phải Rời Xa
Trung Quân Idol,Nhạc Trẻ,1452789,Rời (Dance Version)
Lê Vũ Bình,Nhạc Trẻ,11209,Lặng
Hương Tràm,Nhạc Trẻ,2581358,Người Từng Yêu Anh Rất Sâu Nặng
Lương Bích Hữu,Nhạc Trẻ,436933,Định Mệnh Phải Không Anh
Hoài Lâm,Trữ Tình,211868,Ngại Ngùng
Lynk Lee,Nhạc Trẻ,33201,Con Nít (Acoustic Version)
Hoài Lâm,Trữ Tình,498579,Xót Xa
Lynk Lee,Nhạc Trẻ,83606,Đâu Phải Chỉ Vì Nhớ
Hoài Lâm,Nhạc Trẻ,340557,Xuân Đẹp Làm Sao
"Lynk Lee,Rik",Rap Việt,27710,Thiên Thần
Lynk Lee,Nhạc Trẻ,65537,Mưa Ngọt Ngào
Lynk Lee,Thể Loại Khác,156897,Nắm Chặt Tay Anh Nhé (Remix 2013)
"Cao Thái Sơn,Hương Tràm",Nhạc Trẻ,864571,Tết Xuân
Lê Vũ Bình,Nhạc Trẻ,698,Bất Lực
Lê Vũ Bình,Tui Hát,24336,Tao Là Cung Bọ Cạp
Lê Vũ Bình,Nhạc Trẻ,22060,Vắng Một Người Thế Giới Chợt Vắng Hơn (Acoustic Version)
Lê Vũ Bình,Nhạc Trẻ,22609,Xa Anh Chầm Chậm Thôi
Lê Vũ Bình,Nhạc Trẻ,2877,Mình Yêu Nhau Đi 
Lê Vũ Bình,Nhạc Trẻ,771891,Chỉ Là Anh Giấu Đi
