singers,genres,total_play,title
Lam Trường,Nhạc Trẻ,263987,Những Lời Dối Gian
"Khang Việt,Hồng Ngọc",Nhạc Trẻ,636428,Khúc Xuân
"Minh Hằng,Thủy Tiên,Hồ Ngọc Hà",Nhạc Trẻ,1889603,Như Hoa Mùa Xuân
Hồ Quang Hiếu,Nhạc Trẻ,24969846,Con Bướm Xuân
Khởi My,Nhạc Trẻ,1801276,Chúc Tết 
Hồ Quang Hiếu,Nhạc Trẻ,2605484,Chúc Mừng Năm Mới
"LyLy Trần,Trương Tâm Nhi",Nhạc Trẻ,462401,Hạnh Phúc Đi Anh
Trương Tâm Nhi,Nhạc Trẻ,148220,Phía Sau Anh
Trương Tâm Nhi,Nhạc Trẻ,543,Lời Yêu Thương
Phạm Hoàng Duy,Nhạc Trẻ,62083,Gục Ngã
"Phạm Hoàng Duy,Lương Hải Vinh",Nhạc Trẻ,424868,Chẳng Như Anh Từng Nghĩ
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,608,Phía Sau Anh Remix
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,694,Người Ấy Yêu Em Remix
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,441,Niềm Đau Remix
Trương Tâm Nhi,Nhạc Trẻ,795,A.T.S.M. (Ảo Tưởng Sức Mạnh)
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,55970,Người Tình Lạc Lối Remix
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,626,Hạnh Phúc Đi Anh Remix
Lyna Thùy Linh,Không Lời,2504,Giữ Giùm Em Trái Tim Beat
Lyna Thùy Linh,Nhạc Trẻ,149315,Giữ Giùm Em Trái Tim
Lyna Thùy Linh,Không Lời,3539,Điều Tốt Nhất Là Chia Tay Beat
Lyna Thùy Linh,Không Lời,2580,Em Khóc Vì Anh Beat
Lyna Thùy Linh,Không Lời,2797,Chỉ Một Người Hiểu Beat
Thái Phi Long,Không Lời,170,Thiên Đường Tình Yêu Beat
Thái Phi Long,Nhạc Trẻ,294,Khoảng Trống
Thái Phi Long,Nhạc Trẻ,384,Thiên Đường Tình Yêu
Lyna Thùy Linh,Nhạc Trẻ,13262,Em Thật May Mắn
Lyna Thùy Linh,Nhạc Trẻ,10153,Chỉ Một Người Hiểu
"Lyna Thùy Linh,Gia Ly",Nhạc Trẻ,19505,Điều Tốt Nhất Là Chia Tay
Lyna Thùy Linh,Nhạc Trẻ,7890,Em Khóc Vì Anh
Thái Phi Long,Nhạc Trẻ,324,Si Tình Tỉnh Giấc
Lyna Thùy Linh,Không Lời,4006,Em Thật May Mắn Beat
Thái Phi Long,Không Lời,219,Hương Tình Buồn Beat
Thái Phi Long,Nhạc Trẻ,332,Góc Phố Xưa
Lyna Thùy Linh,Nhạc Trẻ,150751,Anh Ác Lắm
Lyna Thùy Linh,Nhạc Trẻ,11834,Tìm Đâu Một Người Hơn Anh
Go One,Nhạc Trẻ,942,Xuân Về Nơi Nơi
Thái Phi Long,Nhạc Trẻ,225,Hương Tình Buồn
Lyna Thùy Linh,Nhạc Trẻ,127560,Trời Cho Em Mọi Thứ (Version 2)
Go One,Nhạc Trẻ,530,Nhớ Mong
Go One,Nhạc Trẻ,949,Như Anh Từng Mơ
Lyna Thùy Linh,Nhạc Trẻ,201402,Mẹ Em Không Thích Anh
Lyna Thùy Linh,Nhạc Trẻ,333580,Làm Người Yêu Em Nhé
Lyna Thùy Linh,Nhạc Trẻ,1083581,Em Khóc Vì Anh
Lyna Thùy Linh,Nhạc Trẻ,1422651,Yêu Quá Lâu
Lyna Thùy Linh,Nhạc Trẻ,638510,Trời Cho Em Mọi Thứ
Lyna Thùy Linh,Nhạc Trẻ,56687,Hai Câu Hỏi
Lyna Thùy Linh,Trữ Tình,602878,Mẹ Hiền Của Con
Go One,Nhạc Trẻ,276,Nhớ Ơn Mẹ
Go One,Nhạc Trẻ,285,Nguyện Ước Con Dành Cho Mẹ
Go One,Nhạc Trẻ,403,Con Sẽ Không Quên
Go One,Nhạc Trẻ,307,Con Yêu
Go One,Nhạc Trẻ,280,Dành Cho Con
Trịnh Thăng Bình,Nhạc Trẻ,963160,Từ Khi Gặp Em
Phan Mạnh Quỳnh,Nhạc Trẻ,769467,Làm Sao Giữ
Lê Bảo Bình,Nhạc Trẻ,674441,Nhớ Gia Đình
Đan Nguyên,Trữ Tình,924000,Một Ngày Không Có Em
Đan Nguyên,Trữ Tình,1121645,Ngày Đó Xa Rồi
Đan Nguyên,Trữ Tình,470018,Hãy Quên Anh
Đan Nguyên,Trữ Tình,361943,Thói đời
Đan Nguyên,Trữ Tình,403838,Tình Kỷ Nữ (Trịnh Lâm Ngân)
Phương Chi Bảo,Nhạc Trẻ,591,Nguội Lạnh
Lê Bảo Bình,Nhạc Trẻ,49081,Nhớ Gia Đình
Phương Chi Bảo,Trữ Tình,1207,Máu Chảy Ruột Mềm
Quách Thành Danh,Nhạc Trẻ,18386,Nhớ Gia Đình
Phương Chi Bảo,Không Lời,134,Nguội Lạnh Beat
An Coong,Không Lời,212164,Thời Gian Sẽ Trả Lời (Piano Version)
An Coong,Không Lời,202797,Em Không Quay Về (Piano Cover)
An Coong,Không Lời,179650,Chờ Người Nơi Ấy (Piano Cover)
An Coong,Không Lời,295421,Nắng Ấm Xa Dần (Piano Cover)
Tuấn Hưng,Nhạc Trẻ,351664,Tha Thứ Lỗi Lầm Remix
An Coong,Không Lời,202154,Em Của Ngày Hôm Qua (Piano Cover)
An Coong,Không Lời,109545,Mình Yêu Nhau Đi (Piano Cover)
An Coong,Không Lời,395245,Em Muốn (Piano Cover)
An Coong,Không Lời,20763,Âm Thầm Bên Em (Piano Cover)
An Coong,Không Lời,43005,Dưới Những Cơn Mưa (Piano Cover)
Trịnh Thăng Bình,Không Lời,17379,Sau Bao Năm (Beat & Instrumental)
An Coong,Không Lời,230132,Dấu Mưa (Piano Cover)
Trịnh Thăng Bình,Không Lời,232169,Người Ấy (Piano)
Trịnh Thăng Bình,Nhạc Trẻ,146365,Thiếu Một Người
Trịnh Thăng Bình,Nhạc Trẻ,53949,Xin Hãy Quên Anh
"Trịnh Thăng Bình,Rap Soul",Nhạc Trẻ,244190,Sài Gòn Đêm Nay
Phan Mạnh Quỳnh,Nhạc Trẻ,110548,Nắng Mùa Hạ
Phan Mạnh Quỳnh,Không Lời,142049,Anh Sẽ Yêu Người Ấy Hơn Em (Beat & Instrumental)
Phan Mạnh Quỳnh,Không Lời,122535,Tự Cmn Kỷ (Beat & Instrumental)
Phan Mạnh Quỳnh,Nhạc Trẻ,404094,Mất Hy Vọng
Lê Bảo Bình,Không Lời,30719,Vợ Là Nhất (Beat & Instrumental)
Lê Bảo Bình,Nhạc Trẻ,43714,Yêu Luôn Nhé Em
Dương Đình Trí,Nhạc Trẻ,9517,Từ Khi Gặp Em
"Phan Mạnh Quỳnh,Lê Bảo Bình",Không Lời,154872,Không Quan Trọng (Beat & Instrumental)
Phan Mạnh Quỳnh,Nhạc Trẻ,991745,Khi Phải Quên Đi
Huyền Anh (Bà Tưng),Nhạc Trẻ,9448,Giá Như
Khánh Phương,Nhạc Trẻ,1481303,Lời Nói Của Thế Gian
"Vĩnh Thuyên Kim,Hồ Quang Hiếu",Nhạc Trẻ,2308543,Biết Trước Sẽ Không Mất Nhau
Lê Bảo Bình,Nhạc Trẻ,123706,Xem Nhau Là Dĩ Vãng
Vương Anh Tú,Nhạc Trẻ,5459081,Giúp Anh Trả Lời Những Câu Hỏi
Lê Bảo Bình,Trữ Tình,144814,Cuộc Sống Xa Nhà
Lê Bảo Bình,Nhạc Trẻ,209101,Sang Chém Gió 
Lê Bảo Bình,Nhạc Trẻ,156879,Kiếp Lẩu Khói
Lê Bảo Bình,Nhạc Trẻ,124846,Lời Hứa Giả Dối
Lê Bảo Bình,Nhạc Trẻ,294574,Vợ Là Nhất
Lê Bảo Bình,Nhạc Trẻ,359088,Tôi Vẫn FA
Lê Bảo Bình,Nhạc Trẻ,580015,Không Cảm Nhận
Lê Bảo Bình,Nhạc Trẻ,605756,Xin Lỗi Anh Chỉ Có 100K
Khánh Tân,Nhạc Trẻ,35508,Nhớ Người Anh Yêu
Yuki Huy Nam,Nhạc Trẻ,109676,Cần Một Lời Giải Thích
Đình Phong,Nhạc Trẻ,2399997,Chỉ Còn Anh Và Mưa
Nam Du,Nhạc Trẻ,363605,Lời Hứa Chỉ Là Lời Hứa
"Karik,OnlyC",Rap Việt,10402455,Anh Không Đòi Quà
Trung Quân Idol,Nhạc Trẻ,8431012,Dấu Mưa
Yuki Huy Nam,Nhạc Trẻ,13706725,Nhìn Em Lần Cuối
Hồ Quang Hiếu,Nhạc Trẻ,5177579,Không Cảm Xúc
Quang Hà,Nhạc Trẻ,1709562,Ngỡ
The Men,Nhạc Trẻ,980824,Chính Là Anh
Lệ Quyên,Nhạc Trẻ,1458686,Thôi Đừng Chiêm Bao
Lâm Chấn Khang,Nhạc Trẻ,2174573,Nonstop Lan Và Điệp
"Hoàng Tôn,Yanbi",Nhạc Trẻ,6262332,Em Không Quay Về
"Đoàn Thúy Trang,BigDaddy",Nhạc Trẻ,6064996,Tình Yêu Màu Nắng
Bích Phương,Nhạc Trẻ,4422916,Chỉ Là Em Giấu Đi
Tùng Sơn,Rap Việt,6116669,Nắng Ấm Xa Dần 
Bích Phương,Nhạc Trẻ,2976261,Nếu Hạnh Phúc Không Phải Em
Khắc Việt,Nhạc Trẻ,7084998,Anh Yêu Người Khác Rồi
Phan Mạnh Quỳnh,Nhạc Trẻ,7401262,Anh Ghét Làm Bạn Em
Bích Phương,Nhạc Trẻ,1398745,Em Không Tin
"Cao Thái Sơn,Hương Tràm",Nhạc Trẻ,8193258,Sẽ Có Người Cần Anh
Bích Phương,Nhạc Trẻ,2264407,Nếu Anh Là Em
La Hoàng Phúc,Nhạc Trẻ,136150,Cố Gượng Cười
Hải Băng,Nhạc Trẻ,382839,Tưởng Rằng Đã Quên
Tùng Sơn,Nhạc Trẻ,4045270,Chắc Ai Đó Sẽ Về (Chàng Trai Năm Ấy OST)
The Men,Nhạc Trẻ,3081760,Anh Sợ Mất Em
"Đan Nguyên,Hà Thanh Xuân",Trữ Tình,402008,Tiễn Một Người Đi
Wanbi Tuấn Anh,Nhạc Trẻ,316072,Bắt Sóng Cảm Xúc
Đan Nguyên,Trữ Tình,356351,Túy Ca
DJ,Nhạc Trẻ,880252,LK Nhạc Việt (Remix)
Khắc Việt,Nhạc Trẻ,567109,Đừng Cố Yêu
HKT,Nhạc Trẻ,4337527,Bên Anh Em Sẽ Không Có Tương Lai
Đan Nguyên,Trữ Tình,283999,Đêm Lang Thang (Vinh Sử)
"Hoàng Tôn,Kay Trần",Nhạc Trẻ,4871570,Chỉ Có Em
Đan Nguyên,Trữ Tình,302198,Lầm (Lam Phương)
Đan Nguyên,Trữ Tình,837788,Tình chết theo mùa đông  (Lam Phương)
Yuki Huy Nam,Nhạc Trẻ,6556127,Ngày Ngày Gọi Tên Em
Trần Hà My (Mờ Naive),Nhạc Trẻ,833716,Ngày Hôm Qua Đã Từng
Đan Nguyên,Trữ Tình,508623,Nếu một ngày
Đan Nguyên,Trữ Tình,904050,Xin Làm Người Tình Cô Đơn
Đan Nguyên,Trữ Tình,366075,LK Ngày Vui Qua Mau
Đan Nguyên,Trữ Tình,859910,Lời Đắng Cho Cuộc Tình
Đan Nguyên,Trữ Tình,814301,Tình Như Mây Khói (Lam Phương)
Đan Nguyên,Trữ Tình,365471,Lời Cuối Cho Người Tình Phụ
Đình Phong,Nhạc Trẻ,1055450,Yêu Đơn Phương Người Cũ
Đan Nguyên,Trữ Tình,370322,Căn nhà màu tím (Hoài Linh)
Minh Vương M4U,Nhạc Trẻ,2302811,Anh Nhớ Em Người Yêu Cũ
Đan Nguyên,Trữ Tình,877795,Hoa Sứ Nhà Nàng (Hoàng Phương)
Đan Nguyên,Trữ Tình,336639,Gặp Nhau Làm Chi
Tuấn Hưng,Nhạc Trẻ,3875143,Nắm Lấy Tay Anh
Đan Nguyên,Trữ Tình,561038,Về đâu mái tóc người thương (Hoài Linh)
Đan Nguyên,Trữ Tình,554083,Chuyện Tình Không Dĩ Vãng
Đan Nguyên,Trữ Tình,514289,Đôi mắt người xưa (Trúc Phương)
Lương Bích Hữu,Nhạc Trẻ,8190031,Anh Muốn Chia Tay Phải Không
Đan Nguyên,Trữ Tình,592135,Xót Xa
Đan Nguyên,Trữ Tình,656368,Tội Tình
Đan Nguyên,Trữ Tình,595267,Tôi Vẫn Không Quên
Tui Hát,Tui Hát,923516,LK Thất Tình
Đan Nguyên,Trữ Tình,333374,LK Giọt Lệ Tình
Đan Nguyên,Trữ Tình,1366998,Những Lời Này Cho Em
Đan Nguyên,Trữ Tình,688469,Hai lối mộng (Trúc Phương)
Đan Nguyên,Trữ Tình,391876,Thành Phố Sau Lưng
Đan Nguyên,Nhạc Trẻ,1018762,Mùa Xuân Đó Có Em
Đan Nguyên,Trữ Tình,494209,Tôi Vẫn Cô Đơn
"Mạnh Quỳnh,Trường Vũ",Trữ Tình,320531,"Biết Đến Bao Giờ, Đêm Tiễn Đón"
"Quang Lê,Hà My",Trữ Tình,3651062,Không Phải Tại Chúng Mình
Quang Lê,Trữ Tình,385506,Hai Lối Mộng
Quang Lê,Trữ Tình,288198,Hạ Buồn
Dương Ngọc Thái,Trữ Tình,174940,Tủi Phận
"Quang Lê,Hà Phương",Trữ Tình,1765190,Phải Lòng
Vicky Nhung,Nhạc Trẻ,100876,Nói Đi Mà
"Phạm Hồng Phước,Suni Hạ Linh",Nhạc Trẻ,13190,Cám Ơn Người Đã Rời Xa Tôi (Radio Version)
Huy Nam,Nhạc Trẻ,46578,Chuyện Quá Khứ
"Hoàng Yến Chibi,Huy Nam",Nhạc Trẻ,220786,Ta Nói Nó Dzui
Hoàng Yến Chibi,Nhạc Trẻ,92790,Sống Như Những Đóa Hoa
Juun Đăng Dũng,Không Lời,486,Anyway Beat
"Juun Đăng Dũng,Suni Hạ Linh",Không Lời,1382,Chẳng Thể Là Ai Khác Beat
Juun Đăng Dũng,Nhạc Trẻ,53071,Anyway
"Juun Đăng Dũng,Suni Hạ Linh",Nhạc Trẻ,10170,Chẳng Thể Là Ai Khác
Miu Lê,Nhạc Trẻ,578660,Mình Yêu Nhau Từ Bao Giờ
Trung Quân Idol,Nhạc Trẻ,785203,Có Thật Không Tôi
Trung Quân Idol,Nhạc Trẻ,1227596,Trái Đất Tròn Không Gì Là Không Thể
Bảo Uyên,Nhạc Trẻ,1193910,Để Lại Cho Em
365,Nhạc Trẻ,84763,Ngày Mới Vẫy Gọi
Trịnh Thăng Bình,Nhạc Trẻ,1263150,Em Cần Thời Gian
Trường Vũ,Trữ Tình,1227565,Người Giàu Cũng Khóc
Trương Tâm Nhi,Nhạc Trẻ,129,Ảo Tưởng Sức Mạnh (Acapella Version)
"Quang Lê,Minh Tuyết",Trữ Tình,2916350,Đừng Nói Xa Nhau
Nguyễn Hoàng Phong,Nhạc Trẻ,76,Vũ Hòa Ngày Trở Về
Mạnh Quỳnh,Trữ Tình,37896,Mùa Xuân Trên Cao
"Quang Lê,Lệ Quyên",Trữ Tình,1367622,LK Nhớ Người Yêu - Về Đâu Mái Tóc Người Thương - Tình Lỡ
Thanh Hà,Trữ Tình,383372,Mưa Mùa Thu
"Bảo Uyên,DJ VitaminD",Thể Loại Khác,952,Soái Ca (Super Hero) Remix
"Bảo Uyên,DJ VitaminD",Nhạc Trẻ,1607,Soái Ca Remix
Bảo Uyên,Nhạc Trẻ,21426,Soái Ca (Super Hero) (Acoustic Version)
"Trung Quân Idol,Quân Rapsoul",Nhạc Trẻ,479,Tìm Em (Acoustic Demo)
Khắc Việt,Nhạc Trẻ,205110,Không Yêu Cũng Đừng Làm Bạn (Demo)
"Hoàng Tôn,Bảo Kun",Nhạc Trẻ,62742,Em Đẹp Em Có Quyền
Võ Hạ Trâm,Nhạc Trẻ,3177,Yêu Nhau Dẫu Mong Manh
Thái Tuyết Trâm,Nhạc Trẻ,1000,Mashup Chưa Bao Giờ Rời Xa (Acoustic Cover)
Hồ Việt Trung,Nhạc Trẻ,182608,Yêu Từ Xa
"Trung Quân Idol,BigDaddy",Nhạc Trẻ,306988,Dấu Mưa (Remix)
Trung Quân Idol,Nhạc Trẻ,56031,Mưa Nhớ (Acoustic Version)
Trung Quân Idol,Nhạc Trẻ,252848,Ta Về Đâu (Con Ma Nhà Họ Vương OST)
Miu Lê,Nhạc Trẻ,101550,Cơn Mưa Nhỏ Và Nắng
"Khổng Tú Quỳnh,Ngô Kiến Huy,Miu Lê,Huỳnh Anh",Nhạc Trẻ,48218,Thiên Sứ 99
"Miu Lê,OnlyC,Karik,DJ",Thể Loại Khác,35730,Giáng Sinh Avatar (Remix)
Nguyễn Hoàng Phong,Nhạc Trẻ,54,Lính Pháo Binh
Nguyễn Hoàng Phong,Nhạc Trẻ,51,Trái Tim Việt Nam
Nguyễn Hoàng Phong,Nhạc Trẻ,49,Hoa Anh Đào (Acoustic Version)
Nguyễn Hoàng Phong,Nhạc Trẻ,90,Mong Được Bên Em
Nguyễn Hoàng Phong,Nhạc Trẻ,39,Khao Khát
Trương Tâm Nhi,Nhạc Trẻ,445,Cây Đàn Sinh Viên
Trương Tâm Nhi,Nhạc Trẻ,469,Học Trò
Nguyễn Hoàng Phong,Nhạc Trẻ,97,Hoa Anh Đào
Nguyễn Hoàng Phong,Nhạc Trẻ,56,Hoa Tình Yêu
Nguyễn Hoàng Phong,Nhạc Trẻ,147,Hãy Tin Anh Em Nhé
"Trương Tâm Nhi,Bevin",Nhạc Trẻ,156,Ảo Tưởng Sức Mạnh (R&B Version)
Trương Tâm Nhi,Nhạc Trẻ,165,Phố Hoa
Trương Tâm Nhi,Nhạc Trẻ,349,My Dream
Trương Tâm Nhi,Nhạc Trẻ,200,Bảy Ngày Đợi Mong
Trương Tâm Nhi,Nhạc Trẻ,405,Tuyết Yêu Thương
Quang Lê,Trữ Tình,2543533,Thiệp Hồng Báo Tin
Quang Lê,Trữ Tình,5725638,Chuyện Tình Không Dĩ Vãng
Quang Lê,Trữ Tình,4502331,Chuyện Hẹn Hò
Lệ Quyên,Trữ Tình,215687,Ai Khổ Vì Ai
Lệ Quyên,Nhạc Trẻ,379688,Trả Lại Thời Gian
Lệ Quyên,Trữ Tình,485172,Sầu Lẻ Bóng
Trương Tâm Nhi,Nhạc Trẻ,475,Niềm Tin Chiến Thắng
Thùy Chi,Nhạc Trẻ,1731453,Một Thời Đã Xa
Vương Anh Tú,Nhạc Trẻ,382781,Trả Lại Những Gì Thuộc Về Em
Tiên Tiên,Nhạc Trẻ,2738081,Vì Tôi Còn Sống (EDM Version)
Bích Phương,Nhạc Trẻ,19584748,Mình Yêu Nhau Đi
"OnlyC,Binz",Nhạc Trẻ,1447472,Sau Lưng Anh Sẽ Là
Lệ Quyên,Nhạc Trẻ,1649670,Hãy Trả Lời Em
Lệ Quyên,Nhạc Trẻ,2798600,Con Tim Dại Khờ 
Lệ Quyên,Trữ Tình,2153750,Hoa Nở Về Đêm
"Bằng Cường,Thái Lan Viên",Nhạc Trẻ,346075,Đợi Em Về
Trung Quân Idol,Nhạc Trẻ,1330869,Mưa Trên Biển Vắng
Lệ Quyên,Nhạc Trẻ,2397990,Nỗi Đau Ngự Trị
Lệ Quyên,Nhạc Trẻ,2271920,Để Nhớ Một Thời Ta Đã Yêu
BIGBANG,Hàn Quốc,2467009,Bang Bang Bang
Lệ Quyên,Nhạc Trẻ,1421227,Xua Tan Niềm Đau
Vũ Cát Tường,Nhạc Trẻ,251018,Góc Đa Hình
Lệ Quyên,Trữ Tình,1272085,Ngọn Trúc Đào 
Ngô Kiến Huy,Nhạc Trẻ,1714416,Đến Lúc Quên
Thái Lan Viên,Nhạc Trẻ,137780,Người Hôi Của
"Khánh Won,Bằng Cường",Rap Việt,50932,Mất Người Anh Yêu 2
Bằng Cường,Nhạc Trẻ,6160,Hạnh Phúc Là Điều Giản Dị
"Quách Tuấn Du,Bằng Cường,Võ Hạ Trâm,Thu Trang",Trữ Tình,17467,Vui Trong Ánh Đạo
Vũ Cát Tường,Nhạc Trẻ,474519,Vết Mưa
"V-Ray,Vũ Cát Tường",Rap Việt,71755,Như Chưa Bắt Đầu
Lê Hiếu,Nhạc Trẻ,26772,Đợi Em Về
Thanh Hưng Idol,Nhạc Trẻ,18945,Đợi Em Về
Jimmii Nguyễn,Trữ Tình,472731,Đợi Em Về
Bằng Cường,Nhạc Trẻ,70116,Nụ Hôn Gian Dối
Bằng Cường,Nhạc Trẻ,39772,Anh Không Khóc Được
Vương Anh Tú,Nhạc Trẻ,57654,Tan Biến
Vương Anh Tú,Nhạc Trẻ,382407,Một Lần Bất Tín Vạn Lần Bất Tin
Vương Anh Tú,Nhạc Trẻ,24669,Giúp Em Trả Lời Những Câu Hỏi
"Nhật Thủy,Vũ Cát Tường",Nhạc Trẻ,71701,Vết Mưa
Vũ Cát Tường,Nhạc Trẻ,9643,Góc Đa Hình
"Trần Hà My (Mờ Naive),Vương Anh Tú",Thể Loại Khác,15652,Ngày Hôm Qua Trả Lời Những Câu Hỏi
