singers,genres,total_play,title
"Bảo Thy,Hồ Quang Hiếu",Nhạc Trẻ,3651750,Nếu Như Ta Cách Xa
365,Nhạc Trẻ,2770648,Nơi Anh Không Thuộc Về
Khắc Việt,Nhạc Trẻ,7065723,Anh Yêu Người Khác Rồi
Hồ Việt Trung,Nhạc Trẻ,3210137,Anh Nguyện Chết Vì Em
Tùng Sơn,Rap Việt,6062849,Nắng Ấm Xa Dần 
Chi Dân,Nhạc Trẻ,7654278,Không Quan Tâm
Hồ Quang Hiếu,Nhạc Trẻ,24941886,Con Bướm Xuân
"Đan Trường,Lương Bích Hữu",Nhạc Trẻ,3300752,Có Kiếp Sau Không
Phan Mạnh Quỳnh,Nhạc Trẻ,7379469,Anh Ghét Làm Bạn Em
Hải Băng,Nhạc Trẻ,377444,Tưởng Rằng Đã Quên
Châu Khải Phong,Nhạc Trẻ,803351,Em Là Món Quà Vô Giá
"Trúc Nhân,Trương Thảo Nhi",Nhạc Trẻ,739449,Bốn Chữ Lắm
The Men,Nhạc Trẻ,3071410,Anh Sợ Mất Em
Mr.Siro,Nhạc Trẻ,10165168,Bức Tranh Từ Nước Mắt
La Hoàng Phúc,Nhạc Trẻ,134888,Cố Gượng Cười
Tùng Sơn,Nhạc Trẻ,4041302,Chắc Ai Đó Sẽ Về (Chàng Trai Năm Ấy OST)
Anh Quân Idol,Nhạc Trẻ,10880059,Có Anh Ở Đây Rồi 
DJ,Nhạc Trẻ,878185,LK Nhạc Việt (Remix)
"Đan Nguyên,Hà Thanh Xuân",Trữ Tình,389543,Tiễn Một Người Đi
Wanbi Tuấn Anh,Nhạc Trẻ,315776,Bắt Sóng Cảm Xúc
Đan Nguyên,Trữ Tình,403224,"LK Thành Phố Buồn, Giọt Lệ Sầu"
Đan Nguyên,Trữ Tình,342381,Túy Ca
Hồ Quang Hiếu,Nhạc Trẻ,8268153,Nơi Ấy Con Tìm Về
Trần Hà My (Mờ Naive),Nhạc Trẻ,825061,Ngày Hôm Qua Đã Từng
Lương Bích Hữu,Nhạc Trẻ,8172602,Anh Muốn Chia Tay Phải Không
Yuki Huy Nam,Nhạc Trẻ,6549404,Ngày Ngày Gọi Tên Em
"OnlyC,Avatar Boys",Nhạc Trẻ,1642248,Đắng Lòng Thanh Niên
Đan Nguyên,Trữ Tình,280570,Đêm Lang Thang (Vinh Sử)
Bích Phương,Nhạc Trẻ,19552208,Mình Yêu Nhau Đi
Đình Phong,Nhạc Trẻ,1043827,Yêu Đơn Phương Người Cũ
Đan Nguyên,Trữ Tình,850966,Lời Đắng Cho Cuộc Tình
Đan Nguyên,Trữ Tình,357163,Thói đời
Đan Nguyên,Trữ Tình,360368,Lời Cuối Cho Người Tình Phụ
Đan Nguyên,Trữ Tình,830026,Tình chết theo mùa đông  (Lam Phương)
Đan Nguyên,Trữ Tình,503222,Nếu một ngày
Đan Nguyên,Trữ Tình,893731,Xin Làm Người Tình Cô Đơn
Đan Nguyên,Trữ Tình,867824,Hoa Sứ Nhà Nàng (Hoàng Phương)
Đan Nguyên,Trữ Tình,805036,Tình Như Mây Khói (Lam Phương)
Đan Nguyên,Trữ Tình,298393,Lầm (Lam Phương)
Đan Nguyên,Trữ Tình,331684,Gặp Nhau Làm Chi
Đan Nguyên,Trữ Tình,365165,Căn nhà màu tím (Hoài Linh)
Đan Nguyên,Trữ Tình,360813,LK Ngày Vui Qua Mau
Tuấn Hưng,Nhạc Trẻ,3824280,Nắm Lấy Tay Anh
Đan Nguyên,Trữ Tình,463331,Hãy Quên Anh
Đan Nguyên,Trữ Tình,506787,Đôi mắt người xưa (Trúc Phương)
Đan Nguyên,Trữ Tình,397598,Tình Kỷ Nữ (Trịnh Lâm Ngân)
Đan Nguyên,Trữ Tình,546261,Chuyện Tình Không Dĩ Vãng
Đan Nguyên,Trữ Tình,552933,Về đâu mái tóc người thương (Hoài Linh)
Đan Nguyên,Trữ Tình,586040,Tôi Vẫn Không Quên
Đan Nguyên,Trữ Tình,678170,Hai lối mộng (Trúc Phương)
Đan Nguyên,Trữ Tình,583486,Xót Xa
Đan Nguyên,Trữ Tình,1145094,Buồn trong kỷ niệm (Trúc Phương)
Đan Nguyên,Trữ Tình,647053,Tội Tình
Đan Nguyên,Trữ Tình,694925,Chuyện Tình Mộng Thường
Tui Hát,Tui Hát,910987,LK Thất Tình
Đan Nguyên,Trữ Tình,913385,Tôi Vẫn Không Quên
"Băng Tâm,Đan Nguyên",Trữ Tình,2549200,Nếu Chúng Mình Cách Trở
Đan Nguyên,Trữ Tình,1105137,Lời Cuối Cho Người Tình Phụ
Đan Nguyên,Trữ Tình,386605,Thành Phố Sau Lưng
Đan Nguyên,Trữ Tình,1327508,Đêm Lang Thang
Đan Nguyên,Trữ Tình,1354728,Những Lời Này Cho Em
Đan Nguyên,Trữ Tình,329885,LK Giọt Lệ Tình
Đan Nguyên,Trữ Tình,489140,Tôi Vẫn Cô Đơn
"Châu Khải Phong,Vương Bảo Nam",Nhạc Trẻ,1383070,Đã Đến Lúc Anh Phải Nói
Đan Nguyên,Trữ Tình,1877049,Thói Đời
Đan Nguyên,Nhạc Trẻ,1006963,Mùa Xuân Đó Có Em
Đan Nguyên,Trữ Tình,2749077,Người Yêu Cô Đơn
Đan Nguyên,Trữ Tình,909000,Một Ngày Không Có Em
Châu Khải Phong,Nhạc Trẻ,365081,Em Là Món Quà Vô Giá (Remix)
Đan Nguyên,Trữ Tình,1101503,Ngày Đó Xa Rồi
"Châu Khải Phong,Du Thiên",Không Lời,586693,Chợt Nhận Ra Beat
Châu Khải Phong,Không Lời,380574,Hi Sinh Tất Cả Vì Em Beat
Châu Khải Phong,Không Lời,432195,Điều Khổ Tâm Nhất Beat
Châu Khải Phong,Không Lời,468698,Giá Như Em Hiểu Beat
"Châu Khải Phong,Du Thiên",Nhạc Trẻ,776080,Chợt Nhận Ra
Châu Khải Phong,Không Lời,552242,Dẫu Anh Không Nhìn Thấy Beat
Châu Khải Phong,Nhạc Trẻ,1716543,Giá Như Em Hiểu
"Lương Bích Hữu,DJ Phơ Nguyễn",Nhạc Trẻ,257235,Đến Sau Phải Lau Nước Mắt Edm Remix
Châu Khải Phong,Nhạc Trẻ,1474093,Điều Khổ Tâm Nhất
Lương Bích Hữu,Nhạc Trẻ,219504,Nụ Hôn Biệt Ly
Lương Bích Hữu,Nhạc Trẻ,268957,Em Dừng Lại
Lương Bích Hữu,Nhạc Trẻ,237164,Gọi Phone Cho Anh
"Phạm Hoàng Duy,Lương Hải Vinh",Nhạc Trẻ,415285,Chẳng Như Anh Từng Nghĩ
Phạm Hoàng Duy,Nhạc Trẻ,61325,Gục Ngã
Trương Tâm Nhi,Nhạc Trẻ,528,Lời Yêu Thương
"LyLy Trần,Trương Tâm Nhi",Nhạc Trẻ,461985,Hạnh Phúc Đi Anh
Trương Tâm Nhi,Nhạc Trẻ,148175,Phía Sau Anh
Go One,Nhạc Trẻ,937,Như Anh Từng Mơ
Go One,Nhạc Trẻ,933,Xuân Về Nơi Nơi
Go One,Nhạc Trẻ,522,Nhớ Mong
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,427,Niềm Đau Remix
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,51895,Người Tình Lạc Lối Remix
Trương Tâm Nhi,Nhạc Trẻ,729,A.T.S.M. (Ảo Tưởng Sức Mạnh)
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,596,Hạnh Phúc Đi Anh Remix
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,580,Phía Sau Anh Remix
"Trương Tâm Nhi,DJ Phơ Nguyễn",Nhạc Trẻ,660,Người Ấy Yêu Em Remix
Lyna Thùy Linh,Nhạc Trẻ,127485,Trời Cho Em Mọi Thứ (Version 2)
Lyna Thùy Linh,Nhạc Trẻ,150339,Anh Ác Lắm
Lyna Thùy Linh,Nhạc Trẻ,11649,Tìm Đâu Một Người Hơn Anh
Go One,Nhạc Trẻ,257,Nhớ Ơn Mẹ
Go One,Nhạc Trẻ,270,Nguyện Ước Con Dành Cho Mẹ
Go One,Nhạc Trẻ,253,Dành Cho Con
"Ưng Đại Vệ,LiL Knight",Nhạc Trẻ,2478476,Vẫn Mãi Trong Tim
Go One,Nhạc Trẻ,382,Con Sẽ Không Quên
Lyna Thùy Linh,Nhạc Trẻ,201210,Mẹ Em Không Thích Anh
Go One,Nhạc Trẻ,293,Con Yêu
Lyna Thùy Linh,Trữ Tình,602652,Mẹ Hiền Của Con
Lyna Thùy Linh,Nhạc Trẻ,1421647,Yêu Quá Lâu
Lyna Thùy Linh,Nhạc Trẻ,1083157,Em Khóc Vì Anh
Lyna Thùy Linh,Nhạc Trẻ,638301,Trời Cho Em Mọi Thứ
Thái Phi Long,Nhạc Trẻ,298,Si Tình Tỉnh Giấc
Lyna Thùy Linh,Nhạc Trẻ,333000,Làm Người Yêu Em Nhé
Lyna Thùy Linh,Nhạc Trẻ,56112,Hai Câu Hỏi
Thái Phi Long,Không Lời,158,Thiên Đường Tình Yêu Beat
Thái Phi Long,Nhạc Trẻ,265,Khoảng Trống
Thái Phi Long,Nhạc Trẻ,361,Thiên Đường Tình Yêu
Thái Phi Long,Nhạc Trẻ,212,Hương Tình Buồn
Thái Phi Long,Nhạc Trẻ,308,Góc Phố Xưa
Thái Phi Long,Không Lời,204,Hương Tình Buồn Beat
Lyna Thùy Linh,Nhạc Trẻ,148808,Giữ Giùm Em Trái Tim
Lyna Thùy Linh,Không Lời,2523,Em Khóc Vì Anh Beat
Lyna Thùy Linh,Không Lời,2446,Giữ Giùm Em Trái Tim Beat
Lyna Thùy Linh,Không Lời,3463,Điều Tốt Nhất Là Chia Tay Beat
Lyna Thùy Linh,Không Lời,3928,Em Thật May Mắn Beat
"Lyna Thùy Linh,Gia Ly",Nhạc Trẻ,19054,Điều Tốt Nhất Là Chia Tay
Lyna Thùy Linh,Nhạc Trẻ,9905,Chỉ Một Người Hiểu
Lyna Thùy Linh,Nhạc Trẻ,12866,Em Thật May Mắn
Lyna Thùy Linh,Nhạc Trẻ,7693,Em Khóc Vì Anh
Nick Fradiani,Pop,1685,Beautiful Life
The Royal Concept,Rock,858,Smile
Shawn Mendes,Âu Mỹ khác,4449,Stitches
"Meghan Trainor,John Legend",Pop,1864138,Like I'm Gonna Lose You
Ed Sheeran,Pop,620608,Photograph
Phan Mạnh Quỳnh,Nhạc Trẻ,737110,Làm Sao Giữ
Luke Bryan,Country,3324,Strip It Down
Elle King,Rock,14488,Ex's & Oh's
Rachel Platten,Pop,365510,Fight Song
Lê Bảo Bình,Nhạc Trẻ,647012,Nhớ Gia Đình
"Minh Vương M4U,Thùy Chi",Không Lời,198253,Yêu Thương Muộn Màng Beat
Lê Bảo Bình,Trữ Tình,136157,Cuộc Sống Xa Nhà
Lê Bảo Bình,Nhạc Trẻ,120782,Xem Nhau Là Dĩ Vãng
Phan Mạnh Quỳnh,Nhạc Trẻ,106036,Nắng Mùa Hạ
Phan Mạnh Quỳnh,Không Lời,119295,Tự Cmn Kỷ (Beat & Instrumental)
Phan Mạnh Quỳnh,Không Lời,138264,Anh Sẽ Yêu Người Ấy Hơn Em (Beat & Instrumental)
Phan Mạnh Quỳnh,Nhạc Trẻ,398848,Mất Hy Vọng
Lê Bảo Bình,Không Lời,29705,Vợ Là Nhất (Beat & Instrumental)
Lê Bảo Bình,Nhạc Trẻ,41301,Yêu Luôn Nhé Em
"Phan Mạnh Quỳnh,Lê Bảo Bình",Không Lời,150635,Không Quan Trọng (Beat & Instrumental)
Lê Bảo Bình,Nhạc Trẻ,48797,Nhớ Gia Đình
Quách Thành Danh,Nhạc Trẻ,17931,Nhớ Gia Đình
Lê Bảo Bình,Nhạc Trẻ,205122,Sang Chém Gió 
Lê Bảo Bình,Nhạc Trẻ,122020,Lời Hứa Giả Dối
Lê Bảo Bình,Nhạc Trẻ,151967,Kiếp Lẩu Khói
Lê Bảo Bình,Nhạc Trẻ,287664,Vợ Là Nhất
Lê Bảo Bình,Nhạc Trẻ,575922,Không Cảm Nhận
Lê Bảo Bình,Nhạc Trẻ,351852,Tôi Vẫn FA
Lê Bảo Bình,Nhạc Trẻ,600304,Xin Lỗi Anh Chỉ Có 100K
"Charlie Puth,Meghan Trainor",Pop,764189,Marvin Gaye
5 Seconds Of Summer,Pop,98323,She's Kinda Hot
"Selena Gomez,A$AP Rocky",Pop,2062075,Good For You
Fall Out Boy,Rock,27093,Uma Thurman
Demi Lovato,Pop,2252376,Cool For The Summer
Minh Vương M4U,Nhạc Trẻ,666014,Gửi Ngàn Lời Yêu
"Wiz Khalifa,Charlie Puth",R&B/Hip Hop/Rap,12034860,See You Again
Silento,R&B/Hip Hop/Rap,130122,Watch Me (Whip / Nae Nae)
Minh Vương M4U,Nhạc Trẻ,4324246,Mảnh Ghép Đã Vỡ
"Adam Levine,R.City",Pop,2189164,Locked Away
Minh Vương M4U,Nhạc Trẻ,2271757,Anh Nhớ Em Người Yêu Cũ
Hồ Quang Hiếu,Không Lời,242350,Con Bướm Xuân (Beat & Instrumental)
Hồ Quang Hiếu,Nhạc Trẻ,604542,Anh Biết
Hồ Quang Hiếu,Nhạc Trẻ,660322,Xuân Yêu Thương
"Lưu Ngọc Duyên,Minh Vương M4U",Nhạc Trẻ,22980,Different
Hồ Quang Hiếu,Nhạc Trẻ,477516,Xin Đừng Hái Hoa
"Minh Vương M4U,Quang Mẫn",Nhạc Trẻ,215016,Nếu Chỉ Là Trò Chơi (EDM Version)
Tae Yeon (SNSD),Hàn Quốc,6219,Different
WINNER,Hàn Quốc,37841,Different
Ái Phương,Nhạc Trẻ,856505,Tôi Thấy Hoa Vàng Trên Cỏ Xanh
Bảo Uyên,Nhạc Trẻ,1182646,Để Lại Cho Em
"Tae Yeon (SNSD),Kim Bum Soo",Hàn Quốc,11998,Different
Tuấn Hưng,Nhạc Trẻ,339112,Tha Thứ Lỗi Lầm Remix
"Lâm Vũ,Tuấn Hưng",Nhạc Trẻ,114287,Điều Anh Không Ngờ
Nguyễn Hoàng Phong,Nhạc Trẻ,36,Trái Tim Việt Nam
Ái Phương,Nhạc Trẻ,5695,Câu Chuyện Của Gió
An Coong,Không Lời,211780,Thời Gian Sẽ Trả Lời (Piano Version)
An Coong,Không Lời,294949,Nắng Ấm Xa Dần (Piano Cover)
An Coong,Không Lời,178844,Chờ Người Nơi Ấy (Piano Cover)
An Coong,Không Lời,202104,Em Không Quay Về (Piano Cover)
An Coong,Không Lời,200502,Em Của Ngày Hôm Qua (Piano Cover)
An Coong,Không Lời,394548,Em Muốn (Piano Cover)
An Coong,Không Lời,229311,Dấu Mưa (Piano Cover)
An Coong,Không Lời,108523,Mình Yêu Nhau Đi (Piano Cover)
An Coong,Không Lời,19124,Âm Thầm Bên Em (Piano Cover)
An Coong,Không Lời,37195,Dưới Những Cơn Mưa (Piano Cover)
Binz,Rap Việt,57293,Búp Bê Mập
Binz,Rap Việt,38046,Buông
Binz,Rap Việt,57534,Cảm Xúc
Binz,Rap Việt,12920,Không Tên
Binz,Rap Việt,64472,Lại Một Lần Nữa
Binz,Rap Việt,569430,303
"Trung Quân Idol,Quân Rapsoul",Nhạc Trẻ,466,Tìm Em (Acoustic Demo)
Thái Tuyết Trâm,Nhạc Trẻ,987,Mashup Chưa Bao Giờ Rời Xa (Acoustic Cover)
Khắc Việt,Nhạc Trẻ,202754,Không Yêu Cũng Đừng Làm Bạn (Demo)
Võ Hạ Trâm,Nhạc Trẻ,3149,Yêu Nhau Dẫu Mong Manh
Ái Phương,Nhạc Trẻ,45060,Hạnh Phúc Nhạt Nhòa
Ái Phương,Nhạc Trẻ,62800,Ta Đã Từng Yêu
"Hoàng Tôn,Bảo Kun",Nhạc Trẻ,60694,Em Đẹp Em Có Quyền
Binz,Rap Việt,29765,La La La (Demo)
Binz,Rap Việt,97352,Đắng
Binz,Rap Việt,112092,Lại 1 lần nữa
Binz,Rap Việt,42193,Con Đường Xưa
Ái Phương,Nhạc Trẻ,27547,Cuốn Trôi Giấc Mơ
Ái Phương,Nhạc Trẻ,82611,Em Muốn
Ái Phương,Nhạc Trẻ,110708,Như Chưa Từng Yêu
Bảo Uyên,Nhạc Trẻ,18744,Soái Ca (Super Hero) (Acoustic Version)
Ái Phương,Nhạc Trẻ,32990,Xuân Hạ Thu Đông
Hồ Việt Trung,Nhạc Trẻ,176082,Yêu Từ Xa
Ái Phương,Nhạc Trẻ,23106,Những Con Đường Tôi Đã Đi Qua (Nỗi Buồn Có Mắt OST)
"Lê Việt Anh,Ái Phương",Nhạc Trẻ,586,Trong Giấc Mơ Đêm Qua
Ái Phương,Nhạc Trẻ,506099, Con Đường Mưa
Ái Phương,Nhạc Trẻ,110281,Có Bao Giờ Anh Biết
Ái Phương,Nhạc Trẻ,97761,Hai Thế Giới
Ái Phương,Nhạc Trẻ,553880,Cô Dâu
Ái Phương,Nhạc Trẻ,71368,Sớm Xuân
Ái Phương,Nhạc Trẻ,185195,Cô Đơn
Nguyễn Hoàng Phong,Nhạc Trẻ,55,Vũ Hòa Ngày Trở Về
Nguyễn Hoàng Phong,Nhạc Trẻ,72,Mong Được Bên Em
Nguyễn Hoàng Phong,Nhạc Trẻ,38,Hoa Anh Đào (Acoustic Version)
Nguyễn Hoàng Phong,Nhạc Trẻ,42,Lính Pháo Binh
Nguyễn Hoàng Phong,Nhạc Trẻ,45,Hoa Tình Yêu
Nguyễn Hoàng Phong,Nhạc Trẻ,29,Khao Khát
Nguyễn Hoàng Phong,Nhạc Trẻ,76,Hoa Anh Đào
Nguyễn Hoàng Phong,Nhạc Trẻ,115,Hãy Tin Anh Em Nhé
An Coong,Không Lời,60152,Chưa Bao Giờ (Piano Cover)
An Coong,Không Lời,14209,Mùa Yêu Cũ (Piano Cover)
An Coong,Nhạc Hoa,12809,Happy Birthday To Me
Phương Chi Bảo,Không Lời,126,Nguội Lạnh Beat
Phương Chi Bảo,Trữ Tình,1180,Máu Chảy Ruột Mềm
Phương Chi Bảo,Nhạc Trẻ,578,Nguội Lạnh
"OnlyC,Binz",Nhạc Trẻ,1387468,Sau Lưng Anh Sẽ Là
Ngô Kiến Huy,Nhạc Trẻ,1693882,Đến Lúc Quên
"Isaac (365),OnlyC,DJ Gin",Thể Loại Khác,777524,Yêu Không Nghỉ Phép (The Remix - Hòa Âm Ánh Sáng 2015)
Sĩ Thanh,Nhạc Trẻ,279498,Don't Want You
Ngô Kiến Huy,Nhạc Trẻ,121159,Bao Lâu Rồi
Ngô Kiến Huy,Không Lời,23461,Là Người Em Đã Yêu (Beat & Instrumental)
"OnlyC,T.I.N",Nhạc Trẻ,48316,Yêu Em Nhiều Hơn
Ngô Kiến Huy,Nhạc Trẻ,186012,"LK Nghi Ngờ, Vì Anh Yêu Em, Giả Vờ Yêu (Remix)"
OnlyC,Rap Việt,19142,Xa Em
Ngô Kiến Huy,Nhạc Trẻ,2880,Yêu Rất Thật
"Ngô Kiến Huy,Khổng Tú Quỳnh",Nhạc Trẻ,1638,Yêu Em
Ngô Kiến Huy,Thể Loại Khác,7416,Yêu Như Không Yêu (Remix)
OnlyC,Nhạc Trẻ,10532,Yêu em mà thôi
OnlyC,Nhạc Trẻ,693596,Mãi Luôn Gần Nhau (Kungfu Phở OST)
Hồ Quang Hiếu,Nhạc Trẻ,341523,Quay Cuồng
"Asa,Nyny Mama",Rap Việt,13462,Hết Rồi
"Kaisoul,Mr. Đùm",Rap Việt,357730,Hết Rồi
Hồ Quang Hiếu,Nhạc Trẻ,1239708,Chỉ Là Anh Đang Mơ
Trung Quân Idol,Nhạc Trẻ,1323823,Mưa Trên Biển Vắng
Vương Anh Tú,Nhạc Trẻ,376059,Trả Lại Những Gì Thuộc Về Em
"Asa,Nyny Mama,LDT,Lil Name",Rap Việt,149489,Hết Rồi
Vũ Cát Tường,Nhạc Trẻ,247586,Góc Đa Hình
Lệ Quyên,Trữ Tình,2116396,Hoa Nở Về Đêm
"Bằng Cường,Thái Lan Viên",Nhạc Trẻ,342960,Đợi Em Về
"Quách Tuấn Du,Bằng Cường,Võ Hạ Trâm,Thu Trang",Trữ Tình,17387,Vui Trong Ánh Đạo
Bằng Cường,Nhạc Trẻ,5902,Hạnh Phúc Là Điều Giản Dị
"Khánh Won,Bằng Cường",Rap Việt,50848,Mất Người Anh Yêu 2
Bằng Cường,Nhạc Trẻ,69714,Nụ Hôn Gian Dối
Thanh Hưng Idol,Nhạc Trẻ,18880,Đợi Em Về
Jimmii Nguyễn,Trữ Tình,469090,Đợi Em Về
Lê Hiếu,Nhạc Trẻ,26760,Đợi Em Về
Bằng Cường,Nhạc Trẻ,39498,Anh Không Khóc Được
Lệ Quyên,Trữ Tình,362272,Bài Không Tên Số 6
Lệ Quyên,Trữ Tình,372226,Bài Không Tên Số 7
Lệ Quyên,Trữ Tình,346001,Bài Không Tên Số 8
Lệ Quyên,Trữ Tình,354263,Bài Không Tên Số 9
Lệ Quyên,Trữ Tình,533062,Câu Chuyện Đầu Năm
Lệ Quyên,Nhạc Trẻ,5833621,Nếu Em Được Chọn Lựa
Lệ Quyên,Trữ Tình,937382,Kiếp Cầm Ca
Lệ Quyên,Trữ Tình,974012,Chiều Cuối Tuần
Lệ Quyên,Tiền Chiến,1071875,Dấu Tình Sầu
"Nguyễn Hoàng Nam,Lệ Quyên",Trữ Tình,469278,Về Đâu Mái Tóc Người Thương
Lệ Quyên,Trữ Tình,1053290,Ai Cho Tôi Tình Yêu
"Quang Lê,Lệ Quyên",Trữ Tình,1964735,LK Con Đường Xưa Em Đi
"Lệ Quyên,Thái Châu",Trữ Tình,1358720,Đêm Tâm Sự
Lệ Quyên,Trữ Tình,945081,Tình Yêu Trả Lại Trăng Sao
Lệ Quyên,Trữ Tình,962421,Cho Vừa Lòng Em
Thái Lan Viên,Nhạc Trẻ,4273,Nhà Quê Mang Dép Lê Đi Bar (Quảng Ngãi Version)
Thái Lan Viên,Nhạc Trẻ,137707,Người Hôi Của
Lệ Quyên,Trữ Tình,1117489,Sương Lạnh Chiều Đông
"V-Ray,Vũ Cát Tường",Rap Việt,71433,Như Chưa Bắt Đầu
Thái Lan Viên,Nhạc Trẻ,123730,Á Đù ! Mình Cưới Nhau Đi 5 (Remix)
Thái Lan Viên,Nhạc Trẻ,8564,Nắng Nóng Trong Người
Vũ Cát Tường,Nhạc Trẻ,463490,Vết Mưa
Vương Anh Tú,Nhạc Trẻ,57405,Tan Biến
Vương Anh Tú,Nhạc Trẻ,380558,Một Lần Bất Tín Vạn Lần Bất Tin
Vương Anh Tú,Nhạc Trẻ,24160,Giúp Em Trả Lời Những Câu Hỏi
Như Quỳnh,Trữ Tình,45419,Hoa Nở Về Đêm
V.A,Không Lời,50982,Hoa Nở Về Đêm
Hoàng Châu,Nhạc Trẻ,74324,Hoa Nở Về Đêm
"Hồ Trung Dũng,Lệ Quyên",Trữ Tình,59998,Một Lần Nào Cho Tôi Gặp Lại Em
"Trần Hà My (Mờ Naive),Vương Anh Tú",Thể Loại Khác,15508,Ngày Hôm Qua Trả Lời Những Câu Hỏi
Trung Quân Idol,Nhạc Trẻ,57031,Tháng Tư
Thái Lan Viên,Nhạc Trẻ,1178864,Vợ Không Đòi Quà
Thái Lan Viên,Nhạc Trẻ,4945,Mình Cưới Nhau Đi (Remix) (Version 2)
Thái Lan Viên,Nhạc Trẻ,115418,Nhà Quê Đi Bar
"Nhật Thủy,Vũ Cát Tường",Nhạc Trẻ,71261,Vết Mưa
Thái Lan Viên,Nhạc Trẻ,128488,Ngày Xuân Long Phụng Sum Vầy
Thái Lan Viên,Nhạc Trẻ,256550,Phê Thuốc Lào (Remix)
Vũ Cát Tường,Nhạc Trẻ,9622,Góc Đa Hình
Vương Anh Tú,Nhạc Trẻ,26434,Xin Người Nhớ Tên (Live)
Vương Anh Tú,Nhạc Trẻ,110801,Mò Kim Đáy Bể
Hoàng Anh Tùng,Nhạc Trẻ,671737,Trả Lại Những Gì Thuộc Về Em
"Ngọc Lan,Lâm Thúy Vân",Trữ Tình,69349,Mưa Trên Biển Vắng
Ngọc Lan,Trữ Tình,520677,Mưa Trên Biển Vắng
Như Ý,Trữ Tình,9447,Mưa Trên Biển Vắng
Châu Khải Phong,Nhạc Trẻ,1332610,Chuỗi Ngày Vắng Em (Remix New Version)
