singers,genres,total_play,title
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",9233,Dòng Sông Mùa Thu
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",13014,Chờ Em Nơi Thềm Trăng
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",16711,Để Gió Đưa Vào Lãng Quên
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",83673,Trái Tim Tội Lỗi
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",35621,Vô Tình
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",13853,Mãi Yêu Người
"LK,Nguyễn Hồng Hải","Rap Việt,Việt Nam",3524185,Ánh Sáng Nơi Cuối Con Đường
"LK,Lil' Kani","Việt Nam,Rap Việt",64105,Love In My Life
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",8771,Vẫn Còn Mùa Xuân Cho Em
"Ưng Đại Vệ,LK","Việt Nam,Nhạc Trẻ",5288322,Anh Nhớ Em Nhiều
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",3305,Từ Giã Em
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",26346,Tình Xưa
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",5302,Sao Đành Phụ Tôi
"LK,Ngô Thanh Vân","Việt Nam,Rap Việt",142638,Bó Tay
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",8600,Tôi Muốn Hỏi Tại Sao
Quang Dũng,"Việt Nam,Nhạc Trữ Tình",51494,Ru Đời Đi Nhé
Quang Dũng,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",30746,Vết Lăn Trầm
Quang Dũng,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",19094,Bên Đời Hiu Quạnh
Quang Dũng,"Việt Nam,Nhạc Trữ Tình,Nhạc Trịnh",13656,Xin Mặt Trời Ngủ Yên
"LK,Ưng Đại Vệ","Việt Nam,Rap Việt",536491,Ngôi Sao Cô Đơn
Quang Dũng,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",51297,Còn Tuổi Nào Cho Em
Quang Dũng,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",31601,Tưởng Rằng Đã Quên
Quang Dũng,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",1132301,Ru Em Từng Ngón Xuân Nồng
Quang Dũng,"Nhạc Trịnh,Việt Nam",151234,Tình Xa
Quang Dũng,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",26081,Ru Tình
"LK,JayTee","Việt Nam,Rap Việt",235046,Thiên Đường Cho Mày
"LK,Phương Anh","Việt Nam,Rap Việt",186486,Đen
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",11265,Tiếng Sóng
"Phương Anh,LK","Việt Nam,Rap Việt",108347,What Is The Luv
"LK,JustaTee","Việt Nam,Rap Việt",7814141,Không Tin Một Sớm Mai Bình Yên
"LK,JustaTee","Việt Nam,Rap Việt",11295878,Người Lạ Nơi Cuối Con Đường
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",81402,Dạ Khúc
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",29672,Trong Giấc Mơ Em
Quang Dũng,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",6909,Vết Lăn Trầm
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",25936,Khúc Tự Tình
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",15741,Chỉ Riêng Mình Anh
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",23899,Đêm Huyền Diệu
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",5127,Còn Những Bâng Khuâng
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",7382,Để Gió Đưa Vào Lãng Quên
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",23793,Tình
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",11627,Tình Ơi
"LK,LinhKent","Rap Việt,Việt Nam",43680,Love Friend
"Đăng Khôi,LK","Việt Nam,Nhạc Trẻ",508522,Chiếc Lá Tình Yêu
"LK,Eddy Việt","Việt Nam,Rap Việt",3796828,Riêng Mình Anh Cô Đơn
LK,"Việt Nam,Rap Việt",147493,Yêu Em
LK,"Việt Nam,Rap Việt",104785,Bánh Bổ
LK,"Việt Nam,Rap Việt",134452,Điểm Dừng Chân Cuối Cùng
LK,"Việt Nam,Rap Việt",283778,Giả Vờ Hết (Part 2)
LK,"Việt Nam,Rap Việt",104162,Em Sẽ Làm Được Gì Hơn
LK,"Việt Nam,Rap Việt",112370,Đoạn Kết
Quang Dũng,"Việt Nam,Nhạc Trẻ,Nhạc Trữ Tình",3305164,Khát Vọng
LK,"Việt Nam,Nhạc Trẻ",119038,Hưng
Quang Dũng,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",1382731,Hạ Trắng
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",341810,Tuổi Đá Buồn
"Quang Dũng,Hồng Ngọc","Nhạc Trữ Tình,Việt Nam",13503,Xin Đừng Nói Yêu Tôi
"Quang Dũng,Lệ Quyên","Nhạc Trữ Tình,Việt Nam",187567,Thêm Một Lần Yêu Thương
"Quang Dũng,Thanh Thảo","Nhạc Trữ Tình,Việt Nam",142264,Đường Tình Hai Lối
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",506692,Nắng Có Còn Xuân
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",2468468,Anh Còn Nợ Em
"Kim,LK","Rap Việt,Việt Nam",727203,Anh Sai
"Quang Dũng,Thanh Thảo","Việt Nam,Nhạc Trẻ,Nhạc Trữ Tình",6340655,Vị Ngọt Đôi Môi
Quang Dũng,"Nhạc Trịnh,Việt Nam",656775,Biển Nhớ
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",27845,Phiến Đá Sầu
"Hồng Nhung,Quang Dũng","Nhạc Trịnh,Việt Nam",1716077,Cát Bụi
Quang Dũng,"Nhạc Trữ Tình,Việt Nam",1207288,Tôi Vẫn Nhớ
LK,"Việt Nam,Rap Việt",312353,I Need You 2 Night
LK,"Việt Nam,Rap Việt",319987,AI Ai Ai Đã Khiến Em Như Vậy
LK,"Việt Nam,Rap Việt",139546,The Mirror
LK,"Việt Nam,Rap Việt",47505,Úm Ba La
LK,"Việt Nam,Rap Việt",1280914,Sắc Màu Tình Yêu
LK,"Việt Nam,Rap Việt",170265,Thôi Đành Chia Tay
LK,"Việt Nam,Rap Việt",23046,Roll Wit It
LK,"Việt Nam,Rap Việt",160747,Phương Lip
Quang Dũng,"Việt Nam,Nhạc Trữ Tình",5787937,Còn Ta Với Nồng Nàn
"Electric Wire Hustle,Kimbra","Âu Mỹ,Electronic / Dance",142,Brother Sun
Quang Dũng,"Việt Nam,Nhạc Trẻ",1563819,Chân Tình
LK,"Việt Nam,Rap Việt",60729,Ngôi Sao Đã Mất
LK,"Việt Nam,Rap Việt",5585165,Nơi Thuộc Về Nỗi Nhớ
LK,"Việt Nam,Rap Việt",58575,Phân Ly
"Pitbull,Shaggy","Âu Mỹ,Rap / Hip Hop",264,Piensas (Dile la Verdad) [Remix]
Loreen,"Âu Mỹ,Pop",353,I'm In It With You
Ne-Yo,"Âu Mỹ,R&B / Soul",300,Friend Like Me
LK,"Việt Nam,Rap Việt",20913,Now And 4eva - Cover Song
LK,"Việt Nam,Rap Việt",2206135,Một Cái Tên
LK,"Việt Nam,Nhạc Trẻ",9012492,Lip
LK,"Việt Nam,Rap Việt",68224,Trời Ơi
LK,"Việt Nam,Rap Việt",52064,Hết Yêu Remix
LK,"Việt Nam,Rap Việt",128971,Hòa Bình Trọn Vẹn
LK,"Việt Nam,Rap Việt",58486,Đêm Không Em
LK,"Việt Nam,Rap Việt",99187,Da Cam
"Jidenna,Kendrick Lamar","Âu Mỹ,Rap / Hip Hop",249,Classic Man (Remix)
"French Montana,Chris Brown","Âu Mỹ,Rap / Hip Hop",147,Moses
"Rudimental,Anne-Marie Martin","Âu Mỹ,Electronic / Dance",85,Rumour Mill
LK,"Việt Nam,Rap Việt",833234,Anh Sẽ Viết
Cee Lo Green,"Âu Mỹ,R&B / Soul",41,Sign Of The Times
LK,"Việt Nam,Rap Việt",40156,Hey Lil Ma Know Me
Tim McGraw,"Âu Mỹ,Country",412,Top Of The World
Brian McKnight,"Âu Mỹ,Pop",61,Uh Oh Feeling
"Nelly,Jeremih","Âu Mỹ,Rap / Hip Hop",351,The Fix
LK,"Việt Nam,Rap Việt",38195,Chat Với Mozart
LK,"Việt Nam,Rap Việt",1799903,Cho Tôi Một Cơ Hội
"Tank,Wale","Âu Mỹ,R&B / Soul",105,You Don't Know
CHVRCHES,"Âu Mỹ,Rock,Alternative",298,Never Ending Circles
Princess Chelsea,"Âu Mỹ,Alternative",183,When The World Turns Grey
Ruth Lorenzo,"Âu Mỹ,Pop",55,99
Musashi Project,"Nhật Bản,Nhạc Phim",25,Reversal
Akeboshi,"Nhật Bản,Nhạc Phim",47,wind
Musashi Project,"Nhật Bản,Nhạc Phim",0,Glued State
Musashi Project,"Nhật Bản,Nhạc Phim",6,Victory
Musashi Project,"Nhật Bản,Nhạc Phim",358,NARUTO Main Theme
Musashi Project,"Nhật Bản,Nhạc Phim",0,Bad Situation
"Zedd,Botnek","Âu Mỹ,Electronic / Dance",1319,Bumble Bee (Extended Mix)
Musashi Project,"Nhật Bản,Nhạc Phim",24,Strong and Strike
Musashi Project,"Nhật Bản,Nhạc Phim",26,Need to Be Strong
Musashi Project,"Nhật Bản,Nhạc Phim",5,Evening
Mister Jam,"Âu Mỹ,Pop",105,Wanna Be
"August Alsina,Lil Wayne","Âu Mỹ,R&B / Soul",122,Why I Do It
Nguyễn Đình Toàn,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",15410,Tình Xa
Nguyễn Đình Toàn,"Nhạc Trịnh,Việt Nam",11158,Ru Đời Đi Nhé
Nguyễn Đình Toàn,"Nhạc Trịnh,Việt Nam",16155,Ru Ta Ngậm Ngùi
Nguyễn Đình Toàn,"Nhạc Trịnh,Việt Nam",14066,Phù Du
Nguyễn Đình Toàn,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",13667,Nỗi Niềm Riêng
Nguyễn Đình Toàn,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",22178,Em Còn Nhớ Hay Em Đã Quên
Nguyễn Đình Toàn,"Nhạc Trịnh,Việt Nam",24977,Một Cõi Đi Về
Reigan,"Âu Mỹ,Pop",90,Feels Like Heaven
"Waka Flocka Flame,Good Charlotte","Âu Mỹ,Rap / Hip Hop",340,Game On
Linkin Park,"Âu Mỹ,Rock",374,High Voltage
Cee Lo Green,"Âu Mỹ,R&B / Soul",263,Music To My Soul
Alesha Dixon,"Âu Mỹ,Pop",86,Tallest Girl
Linkin Park,"Âu Mỹ,Rock",73,Step Up (1999 Demo)
Linkin Park,"Âu Mỹ,Rock",1507,My December
Katie Melua,"Âu Mỹ,Pop",347,Wonderful Life
"Kylie Minogue,John Greswell","Âu Mỹ,Pop",41,Absolutely Anything And Anything At All
"Gorgon City,ROMANS","Âu Mỹ,Electronic / Dance",464,Saving My Life
"Tyrese,Brandy","Âu Mỹ,R&B / Soul",179,The Rest Of Our Lives
Katharine McPhee,"Âu Mỹ,Pop",179,Stranger Than Fiction
5 Seconds Of Summer,"Âu Mỹ,Pop,Rock",322,Fly Away
Vanessa Carlton,"Âu Mỹ,Alternative",46,Willows
Kat Graham,"Âu Mỹ,Pop",44,1991
The Neighbourhood,"Âu Mỹ,Rock,Alternative",229,R.I.P. 2 My Youth
Hurts,"Âu Mỹ,Pop",132,Slow
Gabrielle Aplin,"Âu Mỹ,Pop",179,What Did You Do?
5 Seconds Of Summer,"Âu Mỹ,Rock",339,Jet Black Heart
Toshio Masuda,"Nhật Bản,Nhạc Phim",17,Sexiness
Toshio Masuda,"Nhật Bản,Nhạc Phim",170,Go Go Naruto
Meg Myers,"Âu Mỹ,Pop,Rock,Alternative",225,Lemon Eyes
Nhiều nghệ sĩ,"Âu Mỹ,Rap / Hip Hop",55,For The Love Of Money
Meg Myers,"Âu Mỹ,Alternative",28,A Bolt From The Blue
Bea Miller,"Âu Mỹ,Pop,Rock",160,We’re Taking Over
Andrea Faustini,"Âu Mỹ,Pop",130,I Didn't Know My Own Strength
"Cody Simpson,G.Love","Âu Mỹ,Pop",196,Love Yourself
Toshio Masuda,"Nhật Bản,Nhạc Phim",8,Kakashi's Theme
Musashi Project,"Nhật Bản,Nhạc Phim",25,Loneliness
Musashi Project,"Nhật Bản,Nhạc Phim",175,The Rising Fighting Spirit
Musashi Project,"Nhật Bản,Nhạc Phim",131,Sadness and Sorrow
Toshio Masuda,"Nhật Bản,Nhạc Phim",15,Sakura's Theme
Musashi Project,"Nhật Bản,Nhạc Phim",26,Nervousness
Musashi Project,"Nhật Bản,Nhạc Phim",35,Morning
Toshio Masuda,"Nhật Bản,Nhạc Phim",134,I Said I'm Naruto!
Toshio Masuda,"Nhật Bản,Nhạc Phim",17,Nine-Tailed Demon Fox
Toshio Masuda,"Nhật Bản,Nhạc Phim",104,Naruto's Daily Life
Nguyễn Đình Toàn,"Nhạc Trịnh,Việt Nam",36417,Diễm Xưa
Nguyễn Đình Toàn,"Nhạc Trữ Tình,Việt Nam,Nhạc Trịnh",17221,Hạ Trắng
Nguyễn Đình Toàn,"Nhạc Trịnh,Việt Nam",16562,Biển Nhớ
Linkin Park,"Âu Mỹ,Rock",39,"A Place For My Head (Live At Docklands Arena,..."
Linkin Park,"Âu Mỹ,Rock",28,"Points Of Authority (Live At Docklands Arena,..."
Linkin Park,"Âu Mỹ,Rock",77,"Papercut (Live At Docklands Arena, London)"
Linkin Park,"Âu Mỹ,Rock",841,In The End (Album Version)
Sean Kingston,"Âu Mỹ,Pop",217,Wait Up
Mya,"Âu Mỹ,Pop",62,Do It
Lauren Alaina,"Âu Mỹ,Country",98,History
"Dorian,Alexandra Stan","Âu Mỹ,Electronic / Dance",92,Motive
5 Seconds Of Summer,"Âu Mỹ,Pop,Rock",265,Money
"Jacob Whitesides,Kelly Rowland","Âu Mỹ,Pop",350,I Know What You Did Last Summer
Melanie Martinez,"Âu Mỹ,Alternative",155,Alphabet Boy
Dumblonde,"Âu Mỹ,Electronic / Dance",167,Eyes On Horizon
Jessica Mauboy,"Âu Mỹ,Pop",99,This Ain't Love
T.I.,"Âu Mỹ,Rap / Hip Hop",99,"Check, Run It"
Hurts,"Âu Mỹ,Pop",104,Lights
"Tinashe,Young Thug","Âu Mỹ,R&B / Soul",62,Party Favors
Jasmine Thompson,"Âu Mỹ,Pop",161,Do It Now
Låpsley,"Âu Mỹ,R&B / Soul,Alternative",120,Hurt Me
Rob Thomas,"Âu Mỹ,Pop",242,I Think We'd Feel Good Together
Various Artists,"Âu Mỹ,Pop",76,Team Ball Player Thing
Jessie James Decker,"Âu Mỹ,Country",103,Lights Down Low
Danielle Bradbery,"Âu Mỹ,Country",356,Friend Zone
The Band Perry,"Âu Mỹ,Country",437,Live Forever
"Hilary Duff,Kendall Schmidt","Âu Mỹ,Pop",513,Night Like This
Avicii,"Âu Mỹ,Electronic / Dance",2584,Pure Grinding
Various Artists,"Nhật Bản,Nhạc Phim",88,R★O★C★K★S
Hatsune Miku,"Pop / Ballad,Nhật Bản",2533,Chime -piano version-
Nate Ruess,"Âu Mỹ,Pop,Indie",629,It Only Gets Much Worse
Simple Plan,"Âu Mỹ,Pop,Rock",998,Boom
Hatsune Miku,"Pop / Ballad,Nhật Bản",397,Gekka Jasmine
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",78960,Help
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",1952,Mr. Guder
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",11403,Crescent Noon
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",2398,I'll Never Fall in Love Again
The Carpenters,"Âu Mỹ,Pop,Blues / Jazz",36917,(They Long to Be) Close to You
Hatsune Miku,"Pop / Ballad,Nhật Bản",477,lifework
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",1521,I Kept on Loving You
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",12271,Another Song
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",166219,Baby It's You
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",24671,Maybe It's You
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",17035,Love Is Surrender
The Neighbourhood,"Âu Mỹ,Alternative",97,The Beach
James Morrison,"Âu Mỹ,Pop",157,Demons
"Janet Jackson,Missy Elliott","Âu Mỹ,R&B / Soul",611,BURNITUP!
CHVRCHES,"Âu Mỹ,Rock,Alternative",66,High Enough To Carry You Over
Little Mix,"Âu Mỹ,Pop",11608,Love Me Like You
Lana Del Rey,"Âu Mỹ,Pop,Alternative",641,Terrence Loves You
Paloma Faith,"Âu Mỹ,Pop",117,The Crazy Ones
Foxes,"Âu Mỹ,Electronic / Dance",318,Feet Don't Fail Me Now
Bad Meets Evil,"Âu Mỹ,Nhạc Phim",172,All I Think About
Natalie Imbruglia,"Âu Mỹ,Pop",318,I Will Follow You Into The Dark
"Jordin Sparks,Elijah Blake","Âu Mỹ,Pop",259,Unhappy
Luke Bryan,"Âu Mỹ,Country",209,Fast
Leona Lewis,"Âu Mỹ,Pop",270,Another Love Song
Bon Jovi,"Âu Mỹ,Rock",298,Saturday Night Gave Me Sunday Morning
Parson James,"Âu Mỹ,Pop",708,Stole The Show
Nhiều nghệ sĩ,"Âu Mỹ,Electronic / Dance",1638,Devil
Lianne La Havas,"Âu Mỹ,R&B / Soul,Folk",303,Tokyo
Halsey,"Âu Mỹ,Pop,Indie",619,Gasoline
FKA twigs,"Âu Mỹ,Electronic / Dance",203,In Time
David Cook,"Âu Mỹ,Pop,Rock",160,Wicked Game
"Birdy,Rhodes","Âu Mỹ,Pop",1291,Let It All Go
The Carpenters,"Âu Mỹ,Rock,Electronic / Dance,Blues / Jazz",125534,Reason to Believe
Paloma Faith,"Âu Mỹ,Pop,Nhạc Phim",628,Circus Of Your Mind
Hatsune Miku,"Pop / Ballad,Nhật Bản",630,Chime
Monogatari,"Nhật Bản,Nhạc Phim",1,Atogatari
Monogatari,"Nhật Bản,Nhạc Phim",22,Kaerimichi
Monogatari,"Nhật Bản,Nhạc Phim",2,Kaerimichi -instrumental-
Disturbed,"Âu Mỹ,Rock",808,The Sound Of Silence
Frankie,"Âu Mỹ,Electronic / Dance",176,New Obsession
Ella Eyre,"Âu Mỹ,Pop",238,Best Of My Love
Katharine McPhee,"Âu Mỹ,Pop",358,Hysteria
Tori Kelly,"Âu Mỹ,Pop",1685,Should’ve Been Us
Aurora,"Âu Mỹ,Pop",265,"Murder Song (5, 4, 3, 2, 1)"
Simple Plan,"Âu Mỹ,Pop,Rock",669,I Don't Wanna Be Sad
Carly Rae Jepsen,"Âu Mỹ,Pop",522,Boy Problems
"Drake,Future","Âu Mỹ,Rap / Hip Hop",102,Live From The Gutter
Drake,"Âu Mỹ,Rap / Hip Hop",186015,Hotline Bling
"Shane Filan,Nadine Coyle","Âu Mỹ,Pop",4966,I Could Be
Jess Glynne,"Âu Mỹ,Pop",746,Gave Me Something
Halsey,"Âu Mỹ,Indie",754,New Americana
"Kygo,Ella Henderson","Âu Mỹ,Electronic / Dance",4291,Here For You
Various Artists,"Âu Mỹ,Pop",1145,Love Song To The Earth
"R. City,Adam Levine","Âu Mỹ,Pop",325172,Locked Away
Ella Eyre,"Âu Mỹ,Pop",358,All About You
"Disclosure,Kwabs","Âu Mỹ,Electronic / Dance",184,Willing & Able
Laura Mvula,"Âu Mỹ,R&B / Soul",170,You Work For Me
"Jewel,Dolly Parton","Âu Mỹ,Country",594,My Father's Daughter
Becky G,"Âu Mỹ,Pop",2308,Break A Sweat
Kacey Musgraves,"Âu Mỹ,Country",267,Die Fun
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",5976,Ting Nong (Remix)
Jess Glynne,"Âu Mỹ,Pop",9904,Don't Be So Hard On Yourself
Melanie Martinez,"Âu Mỹ,Alternative",1502,Cry Baby
"Robin Thicke,Nicki Minaj","Âu Mỹ,Pop",16533,Back Together
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",3195,Thai Kou
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",5109,So Sad
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",3126,Soi 4
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",1038,Fark Leang
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",3363,Mai Sung
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",1644,That's The Way (I Like It)
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",5140,Koo Kud
GOT7,"Nhật Bản,Pop / Dance",174,LAUGH LAUGH LAUGH (Inst.)
GOT7,"Nhật Bản,Pop / Dance",408,BE MY GIRL (Inst.)
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",2536,Tom Yum
Chris Brown,"Âu Mỹ,R&B / Soul",22176,Zero
Troye Sivan,"Âu Mỹ,Pop",8056,Fools
Dierks Bentley,"Âu Mỹ,Country",52,Riser
Billy Currington,"Âu Mỹ,Country",265,Don't It
"The Weeknd,Ed Sheeran","Âu Mỹ,R&B / Soul",3836,Dark Times
Darius Rucker,"Âu Mỹ,Country",180,Homegrown Honey
Chase Rice,"Âu Mỹ,Country",20,Gonna Wanna Tonight
Duffy,"Âu Mỹ,Pop",482,Dear Heart
Jana Kramer,"Âu Mỹ,Country",30,Circles
Cole Swindell,"Âu Mỹ,Country",31,Let Me See Ya Girl
Dan + Shay,"Âu Mỹ,Country",209,Nothin' Like You
Scotty McCreery,"Âu Mỹ,Country",319,Southern Belle
Jake Owen,"Âu Mỹ,Country",121,Real Life
Mo Pitney,"Âu Mỹ,Country",29,Country
Lana Del Rey,"Âu Mỹ,Alternative",30179,High By The Beach
Lady Antebellum,"Âu Mỹ,Country",232,Long Stretch Of Love
Christopher.,"Âu Mỹ,Pop",1138,Tulips
"Kylie Minogue,Garibay","Âu Mỹ,Pop",605,Black And White
"Disclosure,Lorde","Âu Mỹ,Electronic / Dance",1911,Magnets
Chris Young,"Âu Mỹ,Pop",490,I'm Comin' Over
Nhiều nghệ sĩ,"Âu Mỹ,Rap / Hip Hop",23776,Downtown
Nick Jonas,"Âu Mỹ,Pop",2256,Levels
"Blonde,Karen Harding","Âu Mỹ,Electronic / Dance",357,Feel Good (It's Alright)
"Kuana Torres Kahele,Napua Greig","Âu Mỹ,Pop",1327,Lava
Imagine Dragons,"Âu Mỹ,Rock",6212,Roots
"John Newman,Charlie Wilson","Âu Mỹ,Pop",497,Tiring Game
"Rita Ora,Chris Brown","Âu Mỹ,Pop",1491,Body On Me [Fetty Wap Remix]
Little Mix,"Âu Mỹ,Pop",1204,Hair
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",1195,Chuk Din Chuk Ngor
Carly Rae Jepsen,"Âu Mỹ,Pop",1333,LA Hallucinations
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",3175,Pen Khon Thai
GOT7,"Nhật Bản,Pop / Dance",1641,LAUGH LAUGH LAUGH
China Dolls,"Hoa Ngữ,Trung Quốc",358,How Can I Do
China Dolls,"Trung Quốc,Hoa Ngữ,Nhạc Thái,Khác",11856,Ting Nong
GOT7,"Nhật Bản,Pop / Dance",345,BE MY GIRL
China Dolls,"Hoa Ngữ,Trung Quốc",46,I Love The Astronauts
China Dolls,"Hoa Ngữ,Trung Quốc",64,Do Not You Gifts
China Dolls,"Hoa Ngữ,Trung Quốc",63,Roadside Wildflowers Do Not Adopt
China Dolls,"Hoa Ngữ,Trung Quốc",125,Shy Boy
China Dolls,"Hoa Ngữ,Trung Quốc",91,His Brother Is Not
China Dolls,"Hoa Ngữ,Trung Quốc",125,I Am Not Stupid
China Dolls,"Hoa Ngữ,Trung Quốc",44,Conscience And Cash
China Dolls,"Hoa Ngữ,Trung Quốc",24,Told You Not Have To
China Dolls,"Hoa Ngữ,Trung Quốc",37,Alien Love Words
Lana Del Rey,"Âu Mỹ,Alternative",5750,Salvatore
Sam Smith,"Âu Mỹ,Pop,Nhạc Phim",63605,Writing's On The Wall
DNCE,"Âu Mỹ,Pop",6369,Cake By The Ocean
Kelsea Ballerini,"Âu Mỹ,Country",82,Dibs
Blake Shelton,"Âu Mỹ,Country",4586,Sangria
"Naughty Boy,Beyoncé","Âu Mỹ,Pop",6833,Runnin' (Lose It All)
Canaan Smith,"Âu Mỹ,Country",50,Love You Like That
Blake Shelton,"Âu Mỹ,Country",200,Gonna
Thomas Rhett,"Âu Mỹ,Country",4764,Die A Happy Man
Luke Bryan,"Âu Mỹ,Country",4728,Kick The Dust Up
Maddie & Tae,"Âu Mỹ,Country",397,Fly
Brett Eldredge,"Âu Mỹ,Country",250,Lose My Mind
Sam Hunt,"Âu Mỹ,Country,Pop",3907,House Party
"The Weeknd,Lana Del Rey","Âu Mỹ,R&B / Soul",11805,Prisoner
JoJo,"Âu Mỹ,Pop",11609,Say Love
Eric Church,"Âu Mỹ,Country",96,Like A Wrecking Ball
Lady Gaga,"Âu Mỹ,Pop,Nhạc Phim",11545,Til It Happens To You
Selena Gomez,"Âu Mỹ,Pop",115905,Same Old Love
Thomas Rhett,"Âu Mỹ,Country",2949,Crash And Burn
Pink,"Âu Mỹ,Pop",5856,Today's The Day
Carly Rae Jepsen,"Âu Mỹ,Pop",10430206,Call Me Maybe
