singers,genres,total_play,title
Il Volo,"Âu Mỹ,Pop",1,Per Te Ci Sarò
Il Volo,"Âu Mỹ,Pop",0,Eternally
Il Volo,"Âu Mỹ,Pop",1,Si Me Falta Tu Mirada
Il Volo,"Âu Mỹ,Pop",2,L’Amore Si Muove
Il Volo,"Âu Mỹ,Pop",0,L’Immensità (2015 Version)
Il Volo,"Âu Mỹ,Pop",0,Delilah
Il Volo,"Âu Mỹ,Pop",0,Aspettero’
Il Volo,"Âu Mỹ,Pop",1,Beautiful That Way (La Vita È Bella)
Il Volo,"Âu Mỹ,Pop",2,You Don’t Have To Say You Love Me (Lo Che...
Il Volo,"Âu Mỹ,Pop",6,Caruso
Il Volo,"Âu Mỹ,Pop",0,The Best Day Of My Life
Il Volo,"Âu Mỹ,Pop",0,"Piove (Ciao, Ciao Bambina) (2015 Version)"
Il Volo,"Âu Mỹ,Pop",2,Grande Amore (Spanish Version)
Chris Tomlin,"Âu Mỹ,Pop",0,Hymn Of Joy
Macy Gray,"Âu Mỹ,Pop",8,All I Want For Christmas
"Samantha Jade,Nathaniel","Âu Mỹ,Pop",5,All I Want For Christmas Is You
Macy Gray,"Âu Mỹ,Pop",3,All I Want For Christmas (Lyric Video)
Katy Perry,"Âu Mỹ,Pop",70,Everyday Is A Holiday (Extended Mix)
Charlie Puth,"Âu Mỹ,Pop",10,One Call Away (Piana-Pella)
Eli Young Band,"Âu Mỹ,Country",74025,Even If It Breaks Your Heart
Miguel,"Âu Mỹ,R&B / Soul",4225,Adorn
Kip Moore,"Âu Mỹ,Country",20491,Somethin' 'Bout A Truck
Lee Brice,"Âu Mỹ,Country",31788,Hard To Love
Ca$h Out,"Âu Mỹ,Rap / Hip Hop",43162,Cashin' Out
Rihanna,"Âu Mỹ,Pop",3152116,Diamonds
Ke$ha,"Âu Mỹ,Pop",2551845,Die Young
Rihanna,"Âu Mỹ,Pop,Electronic / Dance",1475354,You Da One
Christina Perri,"Âu Mỹ,Pop",1972056,A Thousand Years
Jason Aldean,"Âu Mỹ,Country",671,Take A Little Ride
Toby Keith,"Âu Mỹ,Country",43700,Red Solo Cup
B.o.B,"Âu Mỹ,Rap / Hip Hop",167665,So Good
"Havana Brown,Pitbull","Âu Mỹ,Pop",440835,We Run The Night
Selena Gomez & The Scene,"Âu Mỹ,Pop",6200813,Love You Like A Love Song
Train,"Âu Mỹ,Pop",43126,50 Ways To Say Goodbye
Chris Brown,"Âu Mỹ,Pop,R&B / Soul",1228005,Turn Up The Music
Dev,"Âu Mỹ,Electronic / Dance",787,Celebrate the Weekend
AC/DC,"Âu Mỹ,Rock",262,Rock Or Bust
Mary Lambert,"Âu Mỹ,Pop",375,Sum Of Our Parts
Hozier,"Âu Mỹ,Rock,Alternative",1676,From Eden
Maggie Chapman,"Âu Mỹ,Alternative",270,Give Me A Minute
Azealia Banks,"Âu Mỹ,Rap / Hip Hop",118,Gimme A Chance
Angie Miller,"Âu Mỹ,Pop",289,Simple
Jessica Mauboy,"Âu Mỹ,Pop",366,To The End Of The Earth
Hoodie Allen,"Âu Mỹ,Rap / Hip Hop",343,100 Percent Of Something
"Rihanna,Chris Brown","Âu Mỹ,Pop,R&B / Soul",139441,Birthday Cake (Remix)
Ben Howard,"Âu Mỹ,Indie",196,Time Is Dancing
Nicole Scherzinger,"Âu Mỹ,Pop",401,Bang
Ne-Yo,"Âu Mỹ,Pop,R&B / Soul",699042,Let Me Love You (Until You Learn To Love Yourself)
K. Michelle,"Âu Mỹ,R&B / Soul",197,Judge Me
Kiesza,"Âu Mỹ,Electronic / Dance",574,Cut Me Loose
Coldplay,"Âu Mỹ,Pop,Rock",10139,Paradise
Carrie Underwood,"Âu Mỹ,Country",552948,Good Girl
Nicki Minaj,"Âu Mỹ,Rap / Hip Hop",734481,Pound The Alarm
Wiz Khalifa,"Âu Mỹ,Rap / Hip Hop",223671,"Work Hard, Play Hard"
Usher,"Âu Mỹ,R&B / Soul",39652,Climax
Little Big Town,"Âu Mỹ,Country",47655,Pontoon
"Calvin Harris,Ne-Yo","Âu Mỹ,R&B / Soul",41609,Let's Go
The Lumineers,"Âu Mỹ,Folk",804021,Ho Hey
Carrie Underwood,"Âu Mỹ,Country",82831,Blown Away
Alex & Sierra,"Âu Mỹ,Pop",1487,I Love You
Danity Kane,"Âu Mỹ,Pop,R&B / Soul",190,Two Sides
Jordin Sparks,"Âu Mỹ,R&B / Soul",435,It Ain't You
Charli XCX,"Âu Mỹ,Pop",900,Sucker
Bette Midler,"Âu Mỹ,Pop",132,You Can't Hurry Love
Union J,"Âu Mỹ,Pop",820,Girl Like You
Adele,"Pop,Âu Mỹ",686270,Rumour Has It
One Direction,"Âu Mỹ,Pop",3554,Fireproof
Bella Thorne,"Âu Mỹ,Pop",841,One More Night
Jessie Ware,"Âu Mỹ,R&B / Soul,Alternative",399,Keep On Lying
Nickelback,"Âu Mỹ,Rock",530,She Keeps Me Up
Kodaline,"Âu Mỹ,Alternative",623,Honest
J. Cole,"Rap / Hip Hop,Âu Mỹ",106641,Work Out
Pitbull,"Âu Mỹ,Pop,Electronic / Dance",916341,Back In Time
Gavin DeGraw,"Âu Mỹ,Pop",6594,Not Over You
Karmin,"Âu Mỹ,Pop",271730,Brokenhearted
"Gym Class Heroes,Adam Levine","Âu Mỹ,Pop",4959116,Stereo Hearts
Cher Lloyd,"Pop,Âu Mỹ,Rap / Hip Hop",147553,Want U Back
Chris Brown,"Âu Mỹ,R&B / Soul",968725,Don't Wake Me Up
Big Sean,,231212,Dance (A$$)
2 Chainz,"Âu Mỹ,Rap / Hip Hop",1914,No Lie
Eric Church,"Country,Âu Mỹ",82872,Springsteen
Sam Smith,"Âu Mỹ,Pop",17781,Like I Can
Luke Bryan,,188916,Drunk On You
Cheryl,"Âu Mỹ,Pop",1354,All In One Night
Sia,"Âu Mỹ,Pop",1163,Free The Animal
Olly Murs,"Âu Mỹ,Pop",1752,Hope You Got What You Came For
James Blunt,"Âu Mỹ,Pop",1354,Smoke Signals
Leighton Meester,"Âu Mỹ,Pop",828,Dreaming
"Ariana Grande,Cashmere Cat","Âu Mỹ,Pop",14154,Be My Baby
Dami Im,"Âu Mỹ,Pop",1518,Without You
"The Neighbourhood,French Montana","Âu Mỹ,Alternative",625,#Icanteven
"Pitbull,Chris Brown","Rap / Hip Hop,Âu Mỹ",96635,International Love
Phillip Phillips,"Âu Mỹ,Pop",868148,Home
"David Guetta,Usher","Âu Mỹ,Trance / House / Techno",6936,Without You
Marina And The Diamonds,"Âu Mỹ,Pop",1351,Happy
Lana Del Rey,"Âu Mỹ,Nhạc Phim",3840,I Can Fly
The Veronicas,"Âu Mỹ,Pop",4384,If You Love Someone
"Gym Class Heroes,Neon Hitch","Rap / Hip Hop,Âu Mỹ",826791,Ass Back Home
"Ludacris,Jason Aldean","Âu Mỹ,Rap / Hip Hop",602,Burning Bridges
Damien Rice,"Âu Mỹ,Pop",429,My Favourite Faded Fantasy
Tyga,"Âu Mỹ,Rap / Hip Hop",217045,Rack City
Jessie J,"Âu Mỹ,Pop",20907,Domino
Guy Sebastian,"Âu Mỹ,Pop",2442,Elephant
Calvin Harris,"Âu Mỹ,Electronic / Dance",454379,Feel So Close
Katy Perry,"Âu Mỹ,Pop",37982,The One That Got Away
"Kanye West,Jay-Z","Âu Mỹ,Rap / Hip Hop",532682,Niggas In Paris
"Iggy Azalea,Ellie Goulding","Âu Mỹ,Rap / Hip Hop",9053,Heavy Crown
Adele,"Pop,Âu Mỹ",6173397,Someone Like You
Tove Lo,"Âu Mỹ,Nhạc Phim",4352,Scream My Name
Usher,"Âu Mỹ,R&B / Soul",113126,Scream
Jessie J,"Âu Mỹ,Pop",7173,Sweet Talker
PSY,"Hàn Quốc,Rap / Hip Hop",12009816,Gangnam Style
Tinashe,"Âu Mỹ,R&B / Soul",14270,All Hands On Deck
Ella Henderson,"Âu Mỹ,Pop",3005,Yours
"Nicki Minaj,Beyoncé","Âu Mỹ,Rap / Hip Hop",7777,Feeling Myself
Maroon 5,"Âu Mỹ,Pop",34897,Shoot Love
Imagine Dragons,"Âu Mỹ,Rock",14708,Gold
"Nick Jonas,Demi Lovato","Âu Mỹ,Pop",5822,Avalanche
"Owl City,Carly Rae Jepsen","Âu Mỹ,Pop",481918,Good Time
"Major Lazer,Ariana Grande","Âu Mỹ,Nhạc Phim",10092,All My Love
Demi Lovato,"Âu Mỹ,Pop",1769176,Give Your Heart A Break
Pink,"Âu Mỹ,Pop",3103,Blow Me (One Last Kiss)
Katy Perry,"Pop,Âu Mỹ",3044027,Part Of Me
"Maroon 5,Christina Aguilera","Pop,Âu Mỹ",177508,Moves Like Jagger
Alex Clare,"Âu Mỹ,Electronic / Dance",773228,Too Close
"David Guetta,Nicki Minaj","Electronic / Dance,Âu Mỹ",2818305,Turn Me On
LMFAO,,195445,Party Rock Anthem
Nhiều nghệ sĩ,"Âu Mỹ,Rap / Hip Hop",519726,Mercy
Justin Bieber,"Âu Mỹ,Pop",4661641,Boyfriend
Bruno Mars,"Âu Mỹ,Pop",4687455,It Will Rain
Madonna,"Âu Mỹ,Pop",5328,Devil Pray
"Beyoncé,Mr. Vegas","Âu Mỹ,Pop",2002,Standing On The Sun (Remix)
"Calvin Harris,HAIM","Âu Mỹ,Electronic / Dance",18766,Pray To God
"David Guetta,Sia","Âu Mỹ,Electronic / Dance",13018,Bang My Head
The Weeknd,"Âu Mỹ,Pop",293112,Earned It (Fifty Shades Of Grey)
Rixton,"Âu Mỹ,Pop",44056,We All Want The Same Thing
"Nicki Minaj,Skylar Grey","Âu Mỹ,Rap / Hip Hop",30745,Bed Of Lies
Lana Del Rey,"Âu Mỹ,Nhạc Phim",6289,Big Eyes
Take That,"Âu Mỹ,Pop",10314,Lovelife
Kelly Clarkson,"Âu Mỹ,Pop",151233,Heartbeat Song
Jason Mraz,"Âu Mỹ,Pop",2258173,I Won't Give Up
Đông Nhi,"Việt Nam,Nhạc Dance",40431,Đất Nước Lời Ru (Team Đông Nhi - Đỗ Hiếu...
Madonna,"Âu Mỹ,Pop",29521,Living For Love
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",160585,Geisha Dreams (Team Đông Nhi - Đỗ Hiếu -...
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",54232,"Nghe Này Chàng Trai, Bad Boy (DJ Mike Hào Remix)"
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",1888813,Hãy Nói Yêu Em (Shake The Rhythm Remix)
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",94338,Papi (Team Đông Nhi - Đỗ Hiếu - DJ Mike Hào)
Đông Nhi,"Việt Nam,Nhạc Trẻ,Rock Việt,Nhạc Dance",34263,30 Ngày Yêu (Team Đông Nhi - Đỗ Hiếu - DJ Mike Hào)
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",33320,Shake The Rhythm (Phiên Bản Đặc Biệt) (Beat)
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",35057,Shake The Rhythm (Phiên Bản Đặc Biệt) (Beat...
Đông Nhi,"Việt Nam,Nhạc Trẻ,Âu Mỹ,Pop",451736,Baby One More Time
Đông Nhi,"Việt Nam,Nhạc Trẻ",132129,Tóc Nâu Môi Trầm
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",184617,Shake The Rhythm (Phiên Bản Đặc Biệt)
"Drake,Rihanna","Rap / Hip Hop,Âu Mỹ",442020,Take Care
Rihanna,"Âu Mỹ,R&B / Soul",583431,Where Have You Been
Đông Nhi,"Việt Nam,Nhạc Trẻ",18279590,Vì Ai Vì Anh
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",27952,Shake The Rhythm (Phiên Bản Đặc Biệt) (Shake...
"Drake,Lil Wayne","Âu Mỹ,Rap / Hip Hop",178364,The Motto
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",86018,Baby Là Anh Đó (Remix)
"David Guetta,Sia","Pop,Âu Mỹ,Electronic / Dance",840032,Titanium
Flo Rida,"Âu Mỹ,Rap / Hip Hop",622529,Whistle
Train,"Âu Mỹ,Pop,Rock",143079,Drive By
Maroon 5,"Âu Mỹ,Pop",1557211,One More Night
Adele,"Âu Mỹ,Pop",2374232,Set Fire To The Rain
Flo Rida,"Rap / Hip Hop,Âu Mỹ",89681,Good Feeling
"Flo Rida,Sia","Âu Mỹ,Rap / Hip Hop",22077,Wild Ones
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",287841,Taxi
Hồ Gia Khánh,"Việt Nam,Nhạc Trẻ",7065448,Có Mới Nới Cũ
Đông Nhi,"Việt Nam,Nhạc Trẻ,Nhạc Dance",248125,Hot
Hồ Gia Khánh,"Việt Nam,Nhạc Trẻ,Nhạc Dance",4623,Đời Tôi Cô Đơn (Remix)
Katy Perry,"Pop,Âu Mỹ",660608,Wide Awake
LMFAO,"Electronic / Dance,Âu Mỹ,Rap / Hip Hop",99282,Sexy And I Know It
Hồ Gia Khánh,"Việt Nam,Nhạc Trẻ",2840,Mưa Lỗi Lầm (Remix)
Hồ Gia Khánh,"Việt Nam,Nhạc Trẻ,Nhạc Dance",6114,Hoa Cài Mái Tóc (Remix)
Nicki Minaj,"Âu Mỹ,Pop",2922155,Starships
Hồ Gia Khánh,"Việt Nam,Nhạc Trẻ,Nhạc Dance",13582,Chuyện Tình La Lan (Remix)
Kenny Rogers,"Âu Mỹ,Country",13,Find A Little Grace
Kenny Rogers,"Âu Mỹ,Country",2,You're Not Asking Much
Kenny Rogers,"Âu Mỹ,Country",120,Only Once In A Lifetime
"Rihanna,Calvin Harris","Electronic / Dance,Âu Mỹ,R&B / Soul",70915,We Found Love
Kelly Clarkson,"Âu Mỹ,Pop",195948,Stronger (What Doesn't Kill You)
"Gotye,Kimbra","Âu Mỹ,Indie",533204,Somebody That I Used To Know
Ellie Goulding,"Pop,Âu Mỹ",2493848,Lights
The Wanted,"Âu Mỹ,Pop",1394114,Glad You Came
Carly Rae Jepsen,"Âu Mỹ,Pop",10429460,Call Me Maybe
Kenny Rogers,"Âu Mỹ,Country",3,See Me Through
"Maroon 5,Wiz Khalifa","Âu Mỹ,Pop",8295935,Payphone
Kenny Rogers,"Âu Mỹ,Country",339,Sing Me Your Love Song
Modern Talking,"Pop,Âu Mỹ",63946,I Need You Now
Modern Talking,"Pop,Âu Mỹ",1567,From Coast To Coast
Modern Talking,"Pop,Âu Mỹ",1395,For A Life Time
Modern Talking,"Pop,Âu Mỹ",2059,Witchqueen Of Eldorado
Modern Talking,"Pop,Âu Mỹ",6487,Rain In My Heart
Modern Talking,"Pop,Âu Mỹ",104638,Run To You
Modern Talking,"Pop,Âu Mỹ",2007,Cinderella Girl
Modern Talking,"Pop,Âu Mỹ",890,America
Kenny Rogers,"Âu Mỹ,Country",163,Have A Little Faith In Me
Modern Talking,"Pop,Âu Mỹ",898,There's Something In The Air
Kenny Rogers,"Âu Mỹ,Country",44,As God Is My Witness
Modern Talking,"Pop,Âu Mỹ",923,Why Does It Feel So Good
Modern Talking,"Pop,Âu Mỹ",862,New York City Girl
Modern Talking,"Pop,Âu Mỹ",3959,SMS To My Heart
Modern Talking,"Pop,Âu Mỹ",9151,Maria
Lobo,"Âu Mỹ,Rock",3124,There Ain't No Way
Lobo,"Âu Mỹ,Rock",2508,The Caribbean Disco Show
Modern Talking,"Pop,Âu Mỹ",5029,Win The Race
Modern Talking,"Pop,Âu Mỹ",3356,Last Exit To Brooklyn
Lobo,"Âu Mỹ,Rock",12325,Let It Be Me
Lobo,"Âu Mỹ,Rock",4641,Me And You And A Dog Named Boo
Lobo,"Âu Mỹ,Rock",6553,Stoney
Lobo,"Âu Mỹ,Rock",3021,A Simple Man
Lobo,"Âu Mỹ,Rock",2848,Don't Expect Me To Be Your Friend
Lobo,"Âu Mỹ,Rock",29470,How Can I Tell Her
Lobo,"Âu Mỹ,Rock",30405,I'd Love You To Want Me
Lobo,"Âu Mỹ,Rock",1757,Rock And Roll Days
Lobo,"Âu Mỹ,Rock",11314,Will You Still Love Me Tomorrow
Ed Sheeran,"Âu Mỹ,Pop",668476,Thinking Out Loud
Various Artists,"Nhạc Thiếu Nhi,Việt Nam",1237060,Khúc Nhạc Giáng Sinh
Fun.,"Âu Mỹ,Pop,Indie",168392,Carry On
Justin Timberlake,"Âu Mỹ,Pop",1873164,Mirrors
Bruno Mars,"Âu Mỹ,Pop",6773182,The Lazy Song
"Pink,Nate Ruess","Âu Mỹ,Pop,Rock",4829648,Just Give Me A Reason
"Thomas Jack,Nico & Vinz","Âu Mỹ,Electronic / Dance",182,Rivers
Fun.,"Âu Mỹ,Indie",2114403,Some Nights
Crazy Frog,"Electronic / Dance,Âu Mỹ",82325,Daddy DJ
The Glee Cast,"Âu Mỹ,Pop",21498,All I Want For Christmas Is You
Cascada,,827291,Last Christmas
"Selena Gomez,A$AP Rocky","Âu Mỹ,Pop",287654,Good For You
Crazy Frog,"Âu Mỹ,Electronic / Dance",529443,We Wish You A Merry Christmas
Bằng Cường,"Việt Nam,Nhạc Trẻ",1336278,LK Giáng Sinh Remix
The Glee Cast,"Pop,Âu Mỹ",454763,Last Christmas
Fun.,"Âu Mỹ,Indie",75788,Why Am I The One
Syn Cole,"Âu Mỹ,Electronic / Dance",39,It's You (Radio Edit)
Iro,"Âu Mỹ,Pop",12,Sun
Bruno Mars,"Âu Mỹ,Pop",4941755,Just The Way You Are
Jason Mraz,,3928325,I'm Yours
Crazy Frog,"Electronic / Dance,Âu Mỹ",934040,We Wish You A Merry Christmas
Cascada,"Âu Mỹ,R&B / Soul",182862,"Truly, Madly, Deeply"
Powers,"Âu Mỹ,Pop",407,Beat Of My Drum
The Glee Cast,"Âu Mỹ,Pop",2797,Santa Baby
"Sam Feldt,Kimberly Anne","Âu Mỹ,Electronic / Dance",760,Show Me Love
BWO,"Âu Mỹ,Pop,Electronic / Dance",1116482,Sunshine In The Rain
Cascada,"Âu Mỹ,R&B / Soul",126360,Miracle
Crazy Frog,"Electronic / Dance,Âu Mỹ",456964,Jingle Bells
The Glee Cast,"Pop,Âu Mỹ",341335,Lucky
Phương Bảo,"Việt Nam,Nhạc Trữ Tình",1048,Tiếng Lòng
Lost Frequencies,"Âu Mỹ,Electronic / Dance",5787,Are You With Me (Radio Edit)
Bức Tường,"Việt Nam,Nhạc Trẻ,Rock Việt",110735,Tiếng Gọi
DNCE,"Âu Mỹ,Pop",5695,Cake By The Ocean
Lam Trường,"Việt Nam,Nhạc Trẻ",4689192,Cho Bạn Cho Tôi
"Dash Berlin,DubVision","Âu Mỹ,Electronic / Dance",154,Yesterday Is Gone
Missio,"Âu Mỹ,Alternative",58,I Don't Even Care About You
Imagine Dragons,"Âu Mỹ,Rock",676,I Was Me
Jessie J,"Âu Mỹ,Pop",1049,Part Of Your World
"Armin van Buuren,Mr. Probz","Âu Mỹ,Electronic / Dance",6768,Another You
The Weeknd,"Âu Mỹ,R&B / Soul",3344,Angel
Quang Vinh,"Việt Nam,Nhạc Trẻ",1781485,Ngồi Lại Bên Nhau
Enya,"New Age / World Music,Hòa Tấu",1276057,We Wish You A Merry Christmas
The Glee Cast,"Pop,Âu Mỹ",136297,Jingle Bells
Lm.JB.Nguyễn Sang,"Việt Nam,Nhạc Trữ Tình",1307717,Mùa Đông Năm Ấy
The Glee Cast,"Âu Mỹ,Pop",20602,Santa Claus Is Coming To Town
Crazy Frog,"Electronic / Dance,Âu Mỹ",187310,Axel F
Crazy Frog,,487841,Last Christmas
Crazy Frog,"Electronic / Dance,Âu Mỹ",222417,I Like To Move It
Avicii,"Âu Mỹ,Electronic / Dance",7205,For A Better Day
"Kaskade,Ilsey","Âu Mỹ,Electronic / Dance",443,Disarm You
"Jason Derulo,Jennifer Lopez","Âu Mỹ,Pop,R&B / Soul",9107,Try Me
